SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,2.4150E+03,-7.7200E-01,-8.0470E+00,8.1967E-03,4.8162E-02,0.0000E+00,4.0000E+00,9.9107E-03,-5.8779E-03,4.0566E-04,1.1235E-03
1,3.0000E+01,2.4300E+03,-7.7214E-01,-8.0422E+00,8.9153E-03,8.9716E-03,0.0000E+00,4.0000E+00,1.0738E-02,-5.8779E-03,4.0566E-04,1.1235E-03
2,4.5000E+01,2.4300E+03,-8.5619E-01,-8.0115E+00,8.6188E-03,9.3595E-03,0.0000E+00,4.0000E+00,1.0494E-02,1.1902E-02,3.3687E-04,1.7967E-03
3,4.5000E+01,2.4150E+03,-8.6486E-01,-8.0189E+00,8.8756E-03,5.4161E-02,0.0000E+00,4.0000E+00,1.0907E-02,1.1902E-02,3.3687E-04,1.7967E-03
4,6.0000E+01,2.4150E+03,-4.3656E-01,-7.9702E+00,9.8572E-03,4.0770E-02,0.0000E+00,4.0000E+00,1.1753E-02,5.9082E-03,-5.6199E-04,5.8900E-04
5,6.0000E+01,2.4300E+03,-3.9782E-01,-7.9673E+00,9.9066E-03,8.1924E-03,0.0000E+00,4.0000E+00,1.2006E-02,5.5252E-03,-4.7235E-03,-6.9721E-04
6,6.0000E+01,2.4450E+03,-1.1878E+00,-8.2884E+00,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
7,7.5000E+01,2.4450E+03,-6.0670E-01,-8.1940E+00,9.7241E-03,1.7583E-02,0.0000E+00,4.0000E+00,1.3404E-02,-2.0461E-02,-1.2072E-02,2.5503E-03
8,7.5000E+01,2.4300E+03,-6.8199E-01,-8.0319E+00,1.0757E-02,8.7061E-03,0.0000E+00,4.0000E+00,1.3244E-02,-2.2029E-02,-7.3524E-03,2.3014E-03
9,7.5000E+01,2.4150E+03,-6.8561E-01,-7.9962E+00,1.0248E-02,3.3737E-02,0.0000E+00,4.0000E+00,1.2438E-02,-2.2732E-02,-2.8663E-03,1.6882E-03
10,9.0000E+01,2.4150E+03,-1.1797E+00,-7.9413E+00,9.1371E-03,5.0057E-02,0.0000E+00,4.0000E+00,1.1450E-02,-1.7622E-02,-4.2317E-03,3.3706E-03
11,9.0000E+01,2.4300E+03,-1.0345E+00,-8.0381E+00,9.1552E-03,1.2063E-02,0.0000E+00,4.0000E+00,1.1237E-02,-1.8138E-02,-7.1464E-03,3.1913E-03
