SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,9.0000E+01,3.1050E+03,1.2075E+00,5.6763E-01,5.1193E-03,1.9161E-02,0.0000E+00,4.0000E+00,6.3183E-03,-2.9274E-02,-4.3073E-02,-4.4420E-03
1,9.0000E+01,3.1200E+03,1.1830E+00,-5.7527E-01,4.4403E-03,1.7092E-02,0.0000E+00,4.0000E+00,5.9422E-03,-2.7146E-02,-2.7547E-02,1.3377E-03
2,1.0500E+02,3.1350E+03,9.5685E-01,-5.0246E-01,3.7962E-03,3.1474E-02,0.0000E+00,4.0000E+00,5.5500E-03,-1.6555E-02,-1.9794E-02,1.1145E-02
3,1.0500E+02,3.1200E+03,7.3362E-01,-2.0425E-01,3.9761E-03,1.4912E-02,0.0000E+00,4.0000E+00,5.5279E-03,-1.8774E-02,-2.6651E-02,6.4387E-03
4,1.0500E+02,3.1050E+03,7.6459E-01,-2.5801E-02,4.1405E-03,1.1504E-02,0.0000E+00,4.0000E+00,5.4495E-03,-1.8104E-02,-3.7753E-02,5.3996E-03
5,1.2000E+02,3.0600E+03,1.0031E+00,-3.2529E-03,5.7988E-03,6.4454E-02,0.0000E+00,4.0000E+00,8.9205E-03,0.0000E+00,0.0000E+00,0.0000E+00
6,1.2000E+02,3.0750E+03,9.8628E-01,6.5462E-04,5.4647E-03,5.2143E-02,0.0000E+00,4.0000E+00,9.1747E-03,0.0000E+00,0.0000E+00,0.0000E+00
7,1.2000E+02,3.1200E+03,7.1765E-01,6.7669E-02,4.6989E-03,4.8980E-02,0.0000E+00,4.0000E+00,7.0887E-03,6.1318E-04,-1.4906E-02,5.1565E-03
8,1.2000E+02,3.1350E+03,6.1974E-01,-2.6794E-01,5.3162E-03,2.5013E-02,0.0000E+00,4.0000E+00,8.4951E-03,4.1808E-04,-1.8175E-02,4.2494E-03
9,1.3500E+02,3.1200E+03,9.1648E-01,-1.7060E-03,4.3675E-03,3.2756E-02,0.0000E+00,4.0000E+00,6.2941E-03,1.3354E-02,-2.2102E-02,-5.5677E-03
10,3.9000E+02,1.9050E+03,2.8344E+00,-1.7379E+01,3.1586E-03,1.0399E-02,0.0000E+00,4.0000E+00,4.4383E-03,9.7244E-03,1.5142E-02,1.0479E-03
11,3.9000E+02,1.9200E+03,2.8478E+00,-1.7154E+01,3.4236E-03,8.7108E-03,0.0000E+00,4.0000E+00,4.5264E-03,-6.1842E-03,1.5304E-02,-4.9539E-03
12,3.9000E+02,1.9350E+03,2.9253E+00,-1.6849E+01,5.4332E-03,1.2010E-02,0.0000E+00,4.0000E+00,6.1901E-03,-9.4153E-03,1.2915E-02,-1.0199E-02
13,4.0500E+02,2.0400E+03,2.5503E+00,-1.5489E+01,4.9841E-03,7.1166E-03,0.0000E+00,4.0000E+00,9.7669E-03,0.0000E+00,0.0000E+00,0.0000E+00
14,4.0500E+02,2.0250E+03,2.5676E+00,-1.5990E+01,4.1417E-03,9.2938E-03,0.0000E+00,4.0000E+00,6.6976E-03,0.0000E+00,0.0000E+00,0.0000E+00
15,4.0500E+02,1.9350E+03,2.4957E+00,-1.7060E+01,5.3492E-03,1.0441E-02,0.0000E+00,4.0000E+00,6.1617E-03,-1.9253E-03,1.2396E-02,-9.7295E-03
16,4.0500E+02,1.9200E+03,2.9930E+00,-1.7136E+01,3.6687E-03,8.1912E-03,0.0000E+00,4.0000E+00,4.8274E-03,-1.9253E-03,1.5304E-02,-6.1095E-03
