SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,4.5000E+01,3.1200E+03,7.5862E-01,-4.3593E-01,4.3503E-03,8.3350E-03,0.0000E+00,4.0000E+00,5.9614E-03,-1.2185E-02,-4.1874E-04,1.6396E-03
1,6.0000E+01,3.1200E+03,5.7469E-01,-4.6193E-01,4.4661E-03,1.3154E-02,0.0000E+00,4.0000E+00,6.5196E-03,-1.2185E-02,-4.1874E-04,1.6396E-03
2,6.0000E+01,3.1350E+03,6.5080E-01,-4.6840E-01,4.5965E-03,1.3420E-02,0.0000E+00,4.0000E+00,6.6336E-03,-1.2185E-02,-4.1874E-04,1.6396E-03
3,3.7500E+02,1.9050E+03,1.6953E+00,-2.2975E+01,3.8939E-03,1.0730E-02,0.0000E+00,4.0000E+00,4.9429E-03,0.0000E+00,0.0000E+00,0.0000E+00
4,4.0500E+02,1.9950E+03,1.3386E+00,-2.1351E+01,4.6926E-03,1.6139E-02,0.0000E+00,4.0000E+00,6.8634E-03,0.0000E+00,0.0000E+00,0.0000E+00
5,5.2500E+02,2.0100E+03,3.1437E-01,-2.0961E+01,4.9055E-03,8.8543E-03,0.0000E+00,4.0000E+00,8.2357E-03,0.0000E+00,0.0000E+00,0.0000E+00
6,5.4000E+02,2.0100E+03,2.6523E-01,-2.0990E+01,4.9945E-03,8.1018E-03,0.0000E+00,4.0000E+00,8.5945E-03,0.0000E+00,0.0000E+00,0.0000E+00
7,5.5500E+02,1.9650E+03,9.0258E-02,-2.1716E+01,3.8353E-03,1.0145E-02,0.0000E+00,4.0000E+00,5.7713E-03,0.0000E+00,0.0000E+00,0.0000E+00
8,1.0200E+03,3.0300E+03,3.2832E-01,-3.6275E-01,4.5704E-03,5.4128E-02,0.0000E+00,4.0000E+00,6.4945E-03,4.1924E-02,8.4052E-04,9.6782E-03
9,1.0200E+03,3.0450E+03,6.4086E-01,-3.3573E-01,7.2802E-03,4.4063E-02,0.0000E+00,4.0000E+00,1.0349E-02,5.5284E-02,-1.3562E-03,2.0663E-03
10,1.0200E+03,3.0600E+03,1.7606E-01,-3.5683E-01,7.4067E-03,5.3050E-02,0.0000E+00,4.0000E+00,1.0699E-02,5.9677E-02,-3.3793E-03,-5.5124E-03
11,1.0350E+03,3.0600E+03,1.3663E+00,-3.9976E-01,1.2255E-02,2.3710E-02,0.0000E+00,4.0000E+00,2.1369E-02,2.7087E-02,5.9702E-04,-7.0485E-03
12,1.0350E+03,3.0450E+03,1.1905E+00,-3.1792E-01,1.2003E-02,2.4159E-02,0.0000E+00,4.0000E+00,2.2302E-02,3.0890E-02,-1.6890E-03,1.2310E-03
13,1.0350E+03,3.0300E+03,1.0110E+00,-3.1207E-01,7.0513E-03,3.0595E-02,0.0000E+00,4.0000E+00,1.0910E-02,2.8211E-02,8.5053E-04,6.1090E-03
14,1.0500E+03,3.0300E+03,1.3423E+00,-2.9568E-01,6.7143E-03,2.4163E-02,0.0000E+00,4.0000E+00,1.1531E-02,1.3557E-02,7.6243E-04,1.8167E-03
15,1.0500E+03,3.0450E+03,1.2962E+00,-2.8080E-01,1.0507E-02,2.3927E-02,0.0000E+00,4.0000E+00,2.0894E-02,9.0285E-03,-2.1085E-03,1.5582E-03
16,1.0500E+03,3.0600E+03,1.2451E+00,-3.6610E-01,9.1444E-03,2.9163E-02,0.0000E+00,4.0000E+00,1.4842E-02,1.0066E-04,1.1284E-03,-7.4976E-03
17,1.0500E+03,3.0750E+03,8.9472E-01,-2.2176E-01,7.4106E-03,1.5860E-02,0.0000E+00,4.0000E+00,1.2667E-02,-8.4600E-03,5.0424E-03,-8.2030E-03
18,1.0500E+03,3.0900E+03,8.6704E-01,-1.9897E-01,7.7271E-03,1.7654E-02,0.0000E+00,4.0000E+00,1.3894E-02,-1.9437E-02,1.0827E-03,-5.9963E-04
19,1.0650E+03,3.0900E+03,5.8332E-01,-2.0691E-01,5.7090E-03,1.4533E-02,0.0000E+00,4.0000E+00,8.3780E-03,-1.9437E-02,1.0827E-03,-5.9963E-04
20,1.0650E+03,3.0750E+03,5.8954E-01,-2.1656E-01,5.8593E-03,1.5620E-02,0.0000E+00,4.0000E+00,8.5224E-03,-1.0321E-02,4.7506E-03,-9.0192E-03
21,1.0650E+03,3.0600E+03,1.3671E+00,-3.1294E-01,9.6610E-03,3.1829E-02,0.0000E+00,4.0000E+00,1.4695E-02,1.1028E-04,1.8736E-03,-9.8756E-03
22,1.0650E+03,3.0450E+03,1.4843E+00,-2.5586E-01,1.0209E-02,2.5532E-02,0.0000E+00,4.0000E+00,1.8756E-02,1.1016E-02,-1.6950E-03,-1.1213E-03
23,1.0650E+03,3.0300E+03,1.5252E+00,-2.8104E-01,5.9431E-03,2.2242E-02,0.0000E+00,4.0000E+00,1.0028E-02,1.2442E-02,1.3402E-03,-8.0760E-04
