SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,4.5000E+01,3.1200E+03,-1.0458E-01,1.3268E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
1,6.0000E+01,3.1200E+03,1.4584E+00,4.8326E-01,4.3802E-03,1.4648E-02,0.0000E+00,4.0000E+00,5.9812E-03,0.0000E+00,0.0000E+00,0.0000E+00
2,6.0000E+01,3.1350E+03,-1.9965E-01,1.3269E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
3,3.7500E+02,1.9050E+03,1.3428E+00,-1.0198E+01,4.3014E-03,1.1428E-02,0.0000E+00,4.0000E+00,5.4015E-03,0.0000E+00,0.0000E+00,0.0000E+00
4,4.0500E+02,1.9950E+03,1.0090E+00,-8.7936E+00,3.6923E-03,1.7806E-02,0.0000E+00,4.0000E+00,5.4816E-03,0.0000E+00,0.0000E+00,0.0000E+00
5,5.2500E+02,2.0100E+03,4.1654E-02,-8.2099E+00,4.6134E-03,1.0666E-02,0.0000E+00,4.0000E+00,7.7133E-03,0.0000E+00,0.0000E+00,0.0000E+00
6,5.4000E+02,2.0100E+03,-4.2148E-02,-8.1840E+00,4.6752E-03,9.3199E-03,0.0000E+00,4.0000E+00,7.9882E-03,0.0000E+00,0.0000E+00,0.0000E+00
7,5.5500E+02,1.9650E+03,-8.7256E-02,-9.0568E+00,4.5364E-03,1.1504E-02,0.0000E+00,4.0000E+00,6.8013E-03,0.0000E+00,0.0000E+00,0.0000E+00
8,1.0200E+03,3.0300E+03,1.5309E+00,1.3810E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
9,1.0200E+03,3.0450E+03,1.9882E+00,1.3813E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
10,1.0200E+03,3.0600E+03,7.7592E-01,9.8880E+00,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
11,1.0350E+03,3.0600E+03,2.4169E+00,7.3835E-01,1.1349E-02,3.2898E-02,0.0000E+00,4.0000E+00,1.9660E-02,0.0000E+00,0.0000E+00,0.0000E+00
12,1.0350E+03,3.0450E+03,2.7068E+00,1.3818E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
13,1.0350E+03,3.0300E+03,2.5694E+00,1.3830E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
14,1.0500E+03,3.0300E+03,3.0301E+00,1.3813E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
15,1.0500E+03,3.0450E+03,2.9172E+00,1.3826E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
16,1.0500E+03,3.0600E+03,2.4618E+00,6.6724E-01,9.5845E-03,2.5758E-02,0.0000E+00,4.0000E+00,1.6329E-02,0.0000E+00,0.0000E+00,0.0000E+00
17,1.0500E+03,3.0750E+03,2.6035E+00,1.3829E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
18,1.0500E+03,3.0900E+03,2.5152E+00,1.3845E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
19,1.0650E+03,3.0900E+03,2.0144E+00,1.3863E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
20,1.0650E+03,3.0750E+03,2.0573E+00,1.3858E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
21,1.0650E+03,3.0600E+03,2.5740E+00,6.9854E-01,1.0289E-02,2.7299E-02,0.0000E+00,4.0000E+00,1.6455E-02,0.0000E+00,0.0000E+00,0.0000E+00
22,1.0650E+03,3.0450E+03,3.1186E+00,1.3835E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
23,1.0650E+03,3.0300E+03,3.2280E+00,1.3794E+01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
