SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,4.5000E+01,3.1200E+03,5.8561E-01,-3.5215E-01,5.9010E-03,9.2216E-03,0.0000E+00,4.0000E+00,8.1169E-03,-9.8174E-03,-5.6503E-04,-3.3885E-04
1,6.0000E+01,3.1200E+03,4.3753E-01,-4.0346E-01,5.5638E-03,1.5214E-02,0.0000E+00,4.0000E+00,8.1501E-03,-9.8174E-03,-5.6503E-04,-3.3885E-04
2,6.0000E+01,3.1350E+03,4.7906E-01,-4.1200E-01,5.5832E-03,1.6110E-02,0.0000E+00,4.0000E+00,8.0186E-03,-9.8174E-03,-5.6503E-04,-3.3885E-04
3,3.7500E+02,1.9050E+03,2.3199E+00,-3.4434E+01,5.2479E-03,1.0951E-02,0.0000E+00,4.0000E+00,6.6705E-03,0.0000E+00,0.0000E+00,0.0000E+00
4,4.0500E+02,1.9950E+03,1.7854E+00,-3.1563E+01,4.4008E-03,1.7744E-02,0.0000E+00,4.0000E+00,6.4252E-03,0.0000E+00,0.0000E+00,0.0000E+00
5,5.2500E+02,2.0100E+03,1.4896E-01,-3.0990E+01,4.8771E-03,1.3903E-02,0.0000E+00,4.0000E+00,8.1532E-03,0.0000E+00,0.0000E+00,0.0000E+00
6,5.4000E+02,2.0100E+03,-3.9184E-02,-3.1019E+01,5.6315E-03,1.1769E-02,0.0000E+00,4.0000E+00,9.6373E-03,0.0000E+00,0.0000E+00,0.0000E+00
7,5.5500E+02,1.9650E+03,-2.9857E-01,-3.2292E+01,4.6992E-03,1.3642E-02,0.0000E+00,4.0000E+00,7.0461E-03,0.0000E+00,0.0000E+00,0.0000E+00
8,1.0200E+03,3.0300E+03,-1.9744E-01,-2.8098E-01,4.7855E-03,6.5668E-02,0.0000E+00,4.0000E+00,7.0900E-03,5.7712E-02,4.9378E-04,1.0595E-02
9,1.0200E+03,3.0450E+03,2.0467E-01,-2.6911E-01,6.2332E-03,5.2196E-02,0.0000E+00,4.0000E+00,8.6338E-03,7.3063E-02,-1.4352E-03,2.6500E-03
10,1.0200E+03,3.0600E+03,-3.4161E-01,-3.1234E-01,6.0026E-03,5.6568E-02,0.0000E+00,4.0000E+00,8.4466E-03,7.6484E-02,-3.1437E-03,-5.4718E-03
11,1.0350E+03,3.0600E+03,1.1501E+00,-3.0840E-01,1.0757E-02,2.8999E-02,0.0000E+00,4.0000E+00,1.8891E-02,3.6013E-02,-4.1387E-04,-8.7254E-03
12,1.0350E+03,3.0450E+03,9.2589E-01,-2.5543E-01,1.1199E-02,2.7914E-02,0.0000E+00,4.0000E+00,2.0711E-02,4.1571E-02,-1.5449E-03,8.8537E-05
13,1.0350E+03,3.0300E+03,7.6542E-01,-2.5310E-01,7.9515E-03,3.3316E-02,0.0000E+00,4.0000E+00,1.2261E-02,3.9835E-02,5.6849E-04,5.4574E-03
14,1.0500E+03,3.0300E+03,1.2327E+00,-2.6530E-01,7.4363E-03,2.7303E-02,0.0000E+00,4.0000E+00,1.2782E-02,1.7047E-02,8.7501E-04,-1.2994E-03
15,1.0500E+03,3.0450E+03,1.1188E+00,-2.5150E-01,1.0962E-02,2.6478E-02,0.0000E+00,4.0000E+00,2.1707E-02,1.1106E-02,-1.2332E-03,-9.5975E-04
16,1.0500E+03,3.0600E+03,9.8085E-01,-3.1779E-01,9.3636E-03,3.0310E-02,0.0000E+00,4.0000E+00,1.5072E-02,9.3051E-04,9.3691E-04,-8.7025E-03
17,1.0500E+03,3.0750E+03,6.7149E-01,-2.3103E-01,8.6623E-03,1.5439E-02,0.0000E+00,4.0000E+00,1.4404E-02,-8.8280E-03,3.0718E-03,-8.6814E-03
18,1.0500E+03,3.0900E+03,6.3098E-01,-2.2084E-01,8.9607E-03,1.8651E-02,0.0000E+00,4.0000E+00,1.5455E-02,-1.9695E-02,7.3776E-05,-5.1092E-04
19,1.0650E+03,3.0900E+03,3.3153E-01,-2.0459E-01,6.2830E-03,1.4918E-02,0.0000E+00,4.0000E+00,8.9412E-03,-1.9695E-02,7.3776E-05,-5.1092E-04
20,1.0650E+03,3.0750E+03,3.7410E-01,-1.9651E-01,6.9239E-03,1.6367E-02,0.0000E+00,4.0000E+00,9.8326E-03,-9.8999E-03,3.1922E-03,-8.5747E-03
21,1.0650E+03,3.0600E+03,1.1299E+00,-2.8792E-01,1.0125E-02,3.7488E-02,0.0000E+00,4.0000E+00,1.5326E-02,3.7705E-04,1.6015E-03,-1.0656E-02
22,1.0650E+03,3.0450E+03,1.2841E+00,-2.5672E-01,1.0527E-02,2.8044E-02,0.0000E+00,4.0000E+00,1.9163E-02,1.1242E-02,-8.9013E-04,-4.5189E-03
23,1.0650E+03,3.0300E+03,1.4215E+00,-2.8451E-01,6.2800E-03,2.0358E-02,0.0000E+00,4.0000E+00,1.0556E-02,1.1871E-02,1.4226E-03,-4.6461E-03
