SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,3.0000E+01,5.3698E+00,-1.2786E+01,5.0285E-03,3.3908E-02,0.0000E+00,4.0000E+00,7.5772E-03,1.9447E-03,6.1520E-03,3.1754E-03
1,3.0000E+01,4.5000E+01,5.5118E+00,-1.2698E+01,6.2080E-03,4.7745E-02,0.0000E+00,4.0000E+00,9.1614E-03,1.1162E-03,6.3611E-03,1.8003E-03
2,3.0000E+01,6.0000E+01,5.5915E+00,-1.2572E+01,6.9637E-03,3.1847E-02,0.0000E+00,4.0000E+00,1.0483E-02,-9.4011E-05,5.0786E-03,1.0438E-03
3,3.0000E+01,7.5000E+01,5.7130E+00,-1.2505E+01,5.7609E-03,2.0519E-02,0.0000E+00,4.0000E+00,8.7865E-03,-3.3230E-04,3.3974E-03,2.1407E-03
4,3.0000E+01,9.0000E+01,5.8759E+00,-1.2482E+01,4.5388E-03,2.6319E-02,0.0000E+00,4.0000E+00,6.8644E-03,1.6529E-04,2.6142E-03,2.1292E-03
5,3.0000E+01,1.0500E+02,5.9506E+00,-1.2470E+01,4.9725E-03,2.7664E-02,0.0000E+00,4.0000E+00,7.3350E-03,5.0994E-04,2.8936E-03,1.6912E-03
6,3.0000E+01,1.2000E+02,6.0465E+00,-1.2402E+01,6.5363E-03,1.8141E-02,0.0000E+00,4.0000E+00,9.7367E-03,7.5088E-04,4.7344E-03,2.1334E-03
7,3.0000E+01,1.3500E+02,6.1603E+00,-1.2311E+01,5.9685E-03,1.5759E-02,0.0000E+00,4.0000E+00,9.1110E-03,8.3402E-04,2.8561E-03,1.0913E-03
8,3.0000E+01,1.5000E+02,6.2003E+00,-1.2319E+01,4.6177E-03,1.9805E-02,0.0000E+00,4.0000E+00,6.6844E-03,9.4428E-04,1.4499E-03,7.8003E-04
9,3.0000E+01,1.6500E+02,6.2800E+00,-1.2283E+01,3.8633E-03,1.2998E-02,0.0000E+00,4.0000E+00,5.3922E-03,-1.0727E-04,4.5719E-03,2.0798E-03
10,3.0000E+01,1.8000E+02,6.4185E+00,-1.2187E+01,4.1115E-03,1.2341E-02,0.0000E+00,4.0000E+00,5.8015E-03,-1.1484E-03,4.0254E-03,2.4055E-03
11,3.0000E+01,1.9500E+02,6.4965E+00,-1.2167E+01,4.3333E-03,1.1529E-02,0.0000E+00,4.0000E+00,6.3816E-03,-1.6483E-03,2.9888E-03,8.9949E-04
12,3.0000E+01,2.1000E+02,6.5073E+00,-1.2097E+01,6.0879E-03,1.7630E-02,0.0000E+00,4.0000E+00,9.1814E-03,-1.6191E-03,5.5862E-03,-1.3843E-05
13,3.0000E+01,2.2500E+02,6.5637E+00,-1.1986E+01,5.8409E-03,1.8962E-02,0.0000E+00,4.0000E+00,8.8696E-03,-1.8357E-03,4.2967E-03,7.9062E-04
