SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,2.4150E+03,1.0104E-13,-1.6829E-14,1.2923E-02,2.5960E-28,0.0000E+00,4.0000E+00,2.5569E-02,-7.6700E-15,5.3881E-15,2.5030E-15
1,3.0000E+01,2.4300E+03,1.6479E-13,6.3993E-14,1.1337E-02,2.2494E-28,0.0000E+00,4.0000E+00,1.7840E-02,-7.6700E-15,5.3881E-15,2.5030E-15
2,4.5000E+01,2.4150E+03,-1.4009E-14,-5.4927E-15,1.1130E-02,2.9565E-28,0.0000E+00,4.0000E+00,1.9842E-02,-8.3022E-15,4.5223E-15,9.8399E-16
3,6.0000E+01,2.4150E+03,-1.1194E-13,-8.1870E-15,9.5958E-03,3.0276E-28,0.0000E+00,4.0000E+00,1.8648E-02,1.7631E-15,3.4408E-15,-1.8598E-15
4,6.0000E+01,2.4300E+03,-1.2035E-13,5.1336E-14,7.0871E-03,3.3533E-28,0.0000E+00,4.0000E+00,1.1015E-02,1.7631E-15,5.8904E-16,-3.6293E-16
5,7.5000E+01,2.4450E+03,-8.8192E-15,-1.0264E-14,8.1355E-03,1.0746E-27,0.0000E+00,4.0000E+00,1.1118E-02,5.3628E-15,-3.5045E-15,1.1065E-16
6,7.5000E+01,2.4300E+03,-3.8915E-14,3.9917E-14,8.1492E-03,9.7572E-28,0.0000E+00,4.0000E+00,1.1578E-02,5.1057E-15,2.0482E-16,-2.6112E-16
7,7.5000E+01,2.4150E+03,1.1386E-14,-2.5919E-15,1.0112E-02,1.2131E-28,0.0000E+00,4.0000E+00,1.9437E-02,5.2845E-15,3.3071E-15,-3.8852E-16
8,9.0000E+01,2.4150E+03,2.7137E-14,-6.3225E-15,1.3310E-02,7.3528E-29,0.0000E+00,4.0000E+00,2.7497E-02,2.1483E-15,2.7974E-15,8.8535E-16
9,9.0000E+01,2.4300E+03,5.7638E-14,4.0467E-14,1.1891E-02,1.1695E-27,0.0000E+00,4.0000E+00,1.7903E-02,2.1562E-15,-3.1044E-16,2.6539E-16
10,9.0000E+01,2.4450E+03,3.7412E-14,-1.1689E-14,1.2231E-02,1.2197E-27,0.0000E+00,4.0000E+00,2.1849E-02,3.3719E-15,-3.4183E-15,-3.6740E-16
11,1.0500E+02,2.4450E+03,5.6342E-14,-1.1613E-14,9.2242E-03,1.0481E-27,0.0000E+00,4.0000E+00,1.4715E-02,1.9843E-15,-3.4548E-15,-1.0439E-15
12,1.0500E+02,2.4300E+03,9.8236E-14,3.9875E-14,5.7778E-03,8.7385E-28,0.0000E+00,4.0000E+00,8.0779E-03,7.8939E-16,-3.3779E-16,6.3010E-16
13,1.0500E+02,2.4150E+03,3.1312E-15,3.2881E-15,4.5185E-03,1.9064E-28,0.0000E+00,4.0000E+00,6.0723E-03,5.5307E-16,2.7792E-15,2.2437E-15
14,2.2500E+02,3.0000E+01,-6.2024E-14,-1.5088E-14,4.0475E-03,2.6999E-27,0.0000E+00,4.0000E+00,5.4436E-03,3.1233E-15,1.2674E-16,3.8428E-17
15,2.4000E+02,3.0000E+01,-1.5175E-14,-1.1789E-14,4.8665E-03,8.6412E-28,0.0000E+00,4.0000E+00,6.8294E-03,1.3812E-15,1.2133E-16,2.1347E-16
16,2.4000E+02,4.5000E+01,-1.7321E-14,-9.8876E-15,4.7789E-03,7.1740E-28,0.0000E+00,4.0000E+00,6.7510E-03,1.2073E-15,1.6656E-16,1.8462E-16
17,2.4000E+02,6.0000E+01,-1.3788E-14,-6.4931E-15,5.8177E-03,5.3115E-28,0.0000E+00,4.0000E+00,7.9399E-03,2.6722E-16,7.8095E-17,5.3628E-17
18,2.4000E+02,7.5000E+01,-1.1930E-14,-8.1200E-15,5.5704E-03,4.7984E-28,0.0000E+00,4.0000E+00,7.6468E-03,3.2779E-16,-1.0778E-16,-6.3965E-17
19,2.4000E+02,9.0000E+01,-1.8490E-14,-9.9717E-15,5.0017E-03,9.3939E-28,0.0000E+00,4.0000E+00,6.9022E-03,5.1003E-16,-1.1240E-16,-1.1816E-16
20,2.4000E+02,1.0500E+02,-2.3206E-14,-1.1123E-14,5.3210E-03,1.2214E-27,0.0000E+00,4.0000E+00,7.4090E-03,7.0188E-16,-4.1203E-17,-8.9664E-17
21,2.4000E+02,1.2000E+02,-2.4501E-14,-1.1404E-14,5.0514E-03,1.1897E-27,0.0000E+00,4.0000E+00,7.2667E-03,7.1343E-16,1.0015E-16,-5.5275E-17
