SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,2.4150E+03,-2.0999E+00,-8.1382E+00,1.0100E-02,1.1340E-02,0.0000E+00,4.0000E+00,1.1843E-02,2.1702E-02,1.4890E-03,1.0777E-03
1,3.0000E+01,2.4300E+03,-2.0956E+00,-8.1159E+00,8.3197E-03,5.5413E-03,0.0000E+00,4.0000E+00,1.0871E-02,2.1702E-02,1.4890E-03,1.0777E-03
2,4.5000E+01,2.4150E+03,-1.7779E+00,-8.1103E+00,1.1266E-02,1.2366E-02,0.0000E+00,4.0000E+00,1.3202E-02,7.9994E-04,1.5581E-03,-5.6464E-03
3,6.0000E+01,2.4150E+03,-1.9895E+00,-8.1451E+00,9.2606E-03,1.1659E-02,0.0000E+00,4.0000E+00,1.0997E-02,-7.7520E-03,3.4215E-03,-5.3712E-03
4,6.0000E+01,2.4300E+03,-2.1581E+00,-8.1018E+00,6.9086E-03,8.3218E-03,0.0000E+00,4.0000E+00,9.1269E-03,-7.7520E-03,1.4798E-03,-4.5953E-03
5,7.5000E+01,2.4450E+03,-2.2970E+00,-8.1256E+00,6.9204E-03,4.4556E-02,0.0000E+00,4.0000E+00,8.6650E-03,-3.8383E-03,-2.2835E-03,-3.0200E-04
6,7.5000E+01,2.4300E+03,-2.1453E+00,-8.0896E+00,6.5338E-03,1.1387E-02,0.0000E+00,4.0000E+00,8.1837E-03,-4.1583E-03,7.9318E-04,-2.7121E-03
7,7.5000E+01,2.4150E+03,-2.0761E+00,-8.1582E+00,7.6668E-03,1.1504E-02,0.0000E+00,4.0000E+00,9.0126E-03,-6.1296E-03,3.7704E-03,-4.5774E-03
8,9.0000E+01,2.4150E+03,-2.8962E+00,-8.1269E+00,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
9,9.0000E+01,2.4300E+03,-2.3453E+00,-8.0973E+00,1.0537E-02,1.0067E-02,0.0000E+00,4.0000E+00,1.2681E-02,-1.8211E-02,-7.3807E-04,5.1199E-03
10,9.0000E+01,2.4450E+03,-2.2109E+00,-8.1356E+00,1.1717E-02,4.2295E-02,0.0000E+00,4.0000E+00,1.4050E-02,-1.2175E-02,-2.5909E-03,6.5267E-03
11,1.0500E+02,2.4450E+03,-2.2825E+00,-8.1310E+00,1.1443E-02,3.9018E-02,0.0000E+00,4.0000E+00,1.4767E-02,-2.0491E-02,-2.5084E-03,1.2474E-02
12,1.0500E+02,2.4300E+03,-2.8949E+00,-8.0847E+00,6.2355E-03,1.0035E-02,0.0000E+00,4.0000E+00,8.2878E-03,-1.9155E-02,-2.0290E-03,1.0390E-02
13,1.0500E+02,2.4150E+03,-2.9953E+00,-8.0659E+00,5.7298E-03,9.4444E-03,0.0000E+00,4.0000E+00,7.3885E-03,-3.5964E-02,-1.2295E-03,3.6468E-03
14,2.2500E+02,3.0000E+01,1.6858E+00,-3.3375E+01,3.7934E-02,6.2993E-02,0.0000E+00,4.0000E+00,5.8219E-02,-1.0820E-02,6.8651E-04,-3.6381E-03
15,2.4000E+02,3.0000E+01,1.5220E+00,-3.3508E+01,1.9208E-02,1.9106E-02,0.0000E+00,4.0000E+00,2.8974E-02,-8.7975E-03,4.4659E-03,-2.9088E-03
16,2.4000E+02,4.5000E+01,1.5463E+00,-3.3497E+01,6.2836E-03,2.1418E-02,0.0000E+00,4.0000E+00,9.2060E-03,-8.1040E-03,4.9134E-03,-2.4682E-03
17,2.4000E+02,6.0000E+01,1.5894E+00,-3.3420E+01,6.1609E-03,2.3752E-02,0.0000E+00,4.0000E+00,9.1715E-03,-4.2134E-03,9.5900E-03,-1.0114E-03
18,2.4000E+02,7.5000E+01,1.5461E+00,-3.3216E+01,5.4783E-03,2.8609E-02,0.0000E+00,4.0000E+00,8.1483E-03,-3.3063E-03,1.4874E-02,7.2063E-05
19,2.4000E+02,9.0000E+01,1.6346E+00,-3.2971E+01,5.2594E-03,3.1896E-02,0.0000E+00,4.0000E+00,7.6061E-03,-2.3993E-03,1.3936E-02,1.8299E-03
20,2.4000E+02,1.0500E+02,1.7301E+00,-3.2790E+01,4.8731E-03,3.4379E-02,0.0000E+00,4.0000E+00,6.9183E-03,-1.1417E-03,1.3028E-02,9.9275E-04
21,2.4000E+02,1.2000E+02,1.7680E+00,-3.2578E+01,4.7784E-03,3.7124E-02,0.0000E+00,4.0000E+00,6.6727E-03,-8.6953E-04,1.4229E-02,4.6200E-04
22,2.4000E+02,1.3500E+02,1.8150E+00,-3.2401E+01,4.8609E-03,3.6822E-02,0.0000E+00,4.0000E+00,6.8624E-03,-8.8762E-04,1.3522E-02,9.5624E-04
23,2.4000E+02,1.5000E+02,1.8990E+00,-3.2171E+01,5.2502E-03,3.4286E-02,0.0000E+00,4.0000E+00,7.9549E-03,-1.5242E-03,1.4581E-02,1.2361E-03
24,2.4000E+02,1.6500E+02,1.9258E+00,-3.1958E+01,4.5504E-03,4.4178E-02,0.0000E+00,4.0000E+00,6.8441E-03,-2.2239E-03,1.3870E-02,1.0311E-04
25,2.4000E+02,1.8000E+02,1.9578E+00,-3.1781E+01,4.5337E-03,3.5005E-02,0.0000E+00,4.0000E+00,6.6405E-03,-2.2028E-03,1.2010E-02,7.7441E-04
26,2.4000E+02,1.9500E+02,1.9691E+00,-3.1613E+01,4.3000E-03,2.9146E-02,0.0000E+00,4.0000E+00,6.1679E-03,-2.0628E-03,1.3173E-02,-5.4170E-04
27,2.4000E+02,2.1000E+02,1.8967E+00,-3.1393E+01,4.3768E-03,2.8180E-02,0.0000E+00,4.0000E+00,6.3549E-03,-1.4376E-03,1.3099E-02,-2.7414E-04
28,2.4000E+02,2.2500E+02,1.9285E+00,-3.1216E+01,4.6058E-03,3.5994E-02,0.0000E+00,4.0000E+00,6.7295E-03,-1.1644E-03,1.4714E-02,4.9057E-05
29,2.4000E+02,2.4000E+02,1.8765E+00,-3.0963E+01,5.6090E-03,4.3595E-02,0.0000E+00,4.0000E+00,8.3461E-03,-1.0736E-03,1.6924E-02,-1.3639E-03
30,2.4000E+02,2.5500E+02,1.8424E+00,-3.0697E+01,5.6655E-03,4.0808E-02,0.0000E+00,4.0000E+00,8.5433E-03,-1.0808E-03,1.4235E-02,-2.9892E-04
31,2.4000E+02,2.7000E+02,1.8653E+00,-3.0528E+01,4.9754E-03,4.2821E-02,0.0000E+00,4.0000E+00,7.1980E-03,-2.1506E-03,1.1894E-02,-9.1503E-04
32,2.4000E+02,2.8500E+02,1.8046E+00,-3.0374E+01,4.6515E-03,3.8860E-02,0.0000E+00,4.0000E+00,6.6057E-03,-3.6148E-03,1.3742E-02,-1.2315E-03
33,2.4000E+02,3.0000E+02,1.8050E+00,-3.0112E+01,5.1524E-03,4.2889E-02,0.0000E+00,4.0000E+00,7.5799E-03,-4.4140E-03,1.8623E-02,-1.1782E-03
34,2.4000E+02,3.1500E+02,1.7191E+00,-2.9798E+01,4.9735E-03,3.3887E-02,0.0000E+00,4.0000E+00,7.3058E-03,-4.0356E-03,1.5919E-02,-2.7446E-03
35,2.4000E+02,3.3000E+02,1.6294E+00,-2.9652E+01,4.6115E-03,2.3276E-02,0.0000E+00,4.0000E+00,6.5526E-03,-3.4026E-03,1.0167E-02,-1.3808E-03
36,2.4000E+02,3.4500E+02,1.5963E+00,-2.9524E+01,3.7369E-03,2.9671E-02,0.0000E+00,4.0000E+00,5.2471E-03,-2.6242E-03,1.3615E-02,-5.4388E-04
37,2.4000E+02,3.6000E+02,1.5419E+00,-2.9240E+01,5.0598E-03,2.9903E-02,0.0000E+00,4.0000E+00,7.2238E-03,-2.6952E-03,1.7177E-02,-9.9036E-04
38,2.4000E+02,3.7500E+02,1.4656E+00,-2.9014E+01,5.5036E-03,3.8773E-02,0.0000E+00,4.0000E+00,8.1023E-03,-2.1516E-03,1.6767E-02,-1.5987E-03
39,2.4000E+02,3.9000E+02,1.3966E+00,-2.8753E+01,4.5811E-03,3.5288E-02,0.0000E+00,4.0000E+00,6.7113E-03,-2.1092E-03,1.4595E-02,-8.0468E-04
40,2.4000E+02,4.0500E+02,1.3232E+00,-2.8574E+01,3.6330E-03,2.9546E-02,0.0000E+00,4.0000E+00,5.0173E-03,-1.1402E-03,1.3323E-02,-1.5779E-03
41,2.4000E+02,4.2000E+02,1.2234E+00,-2.8363E+01,4.6620E-03,3.6053E-02,0.0000E+00,4.0000E+00,6.5398E-03,-1.1264E-03,1.4414E-02,-1.3888E-03
42,2.4000E+02,4.3500E+02,1.1751E+00,-2.8136E+01,4.9248E-03,3.4925E-02,0.0000E+00,4.0000E+00,7.1831E-03,-2.0300E-03,1.4996E-02,-1.6155E-03
43,2.4000E+02,4.5000E+02,1.0445E+00,-2.7950E+01,4.6220E-03,3.6179E-02,0.0000E+00,4.0000E+00,6.6822E-03,-2.1158E-03,1.4127E-02,-1.1274E-03
44,2.4000E+02,4.6500E+02,9.2726E-01,-2.7769E+01,4.6897E-03,2.9494E-02,0.0000E+00,4.0000E+00,6.9550E-03,-1.9720E-03,1.4667E-02,2.1908E-03
45,2.4000E+02,4.8000E+02,9.1594E-01,-2.7524E+01,5.5474E-03,3.4743E-02,0.0000E+00,4.0000E+00,8.8134E-03,-3.8340E-05,1.6874E-02,6.2733E-04
46,2.4000E+02,4.9500E+02,7.8090E-01,-2.7199E+01,4.6535E-03,3.3073E-02,0.0000E+00,4.0000E+00,7.1026E-03,-2.5838E-05,1.6026E-02,-2.1682E-03
47,2.4000E+02,5.1000E+02,6.7282E-01,-2.7008E+01,4.3749E-03,3.5107E-02,0.0000E+00,4.0000E+00,6.2728E-03,-6.5918E-05,1.3410E-02,-7.8921E-04
48,2.4000E+02,5.2500E+02,6.3268E-01,-2.6879E+01,4.9964E-03,3.2560E-02,0.0000E+00,4.0000E+00,7.3355E-03,-1.0709E-03,1.5586E-02,-1.0059E-03
49,2.4000E+02,5.4000E+02,4.7895E-01,-2.6528E+01,4.0133E-03,2.8132E-02,0.0000E+00,4.0000E+00,5.8313E-03,-2.3287E-03,1.3764E-02,-2.5944E-03
50,2.4000E+02,5.5500E+02,3.1660E-01,-2.6450E+01,3.4528E-03,2.4887E-02,0.0000E+00,4.0000E+00,4.9220E-03,-1.5345E-03,1.4777E-02,-4.5684E-03
51,2.4000E+02,5.7000E+02,1.2050E-01,-2.6076E+01,4.2445E-03,3.4882E-02,0.0000E+00,4.0000E+00,6.4686E-03,-2.3174E-03,1.6036E-02,-1.7655E-03
52,2.4000E+02,5.8500E+02,1.3547E-01,-2.5924E+01,3.9132E-03,4.7124E-02,0.0000E+00,4.0000E+00,6.3474E-03,-2.5888E-03,1.3366E-02,6.1009E-04
53,2.4000E+02,6.0000E+02,2.0426E-01,-2.5690E+01,4.4109E-03,2.7928E-02,0.0000E+00,4.0000E+00,6.8743E-03,-3.6840E-03,1.5092E-02,1.6286E-03
54,2.4000E+02,6.1500E+02,2.1838E-01,-2.5465E+01,4.4966E-03,3.0280E-02,0.0000E+00,4.0000E+00,6.5320E-03,-3.3087E-03,1.2902E-02,2.3936E-03
55,2.4000E+02,6.3000E+02,3.6815E-01,-2.5274E+01,4.0156E-03,3.8735E-02,0.0000E+00,4.0000E+00,5.8330E-03,-2.4503E-03,1.3389E-02,3.1565E-03
56,2.4000E+02,6.4500E+02,5.0380E-01,-2.5036E+01,3.9920E-03,2.9493E-02,0.0000E+00,4.0000E+00,5.9598E-03,-1.6191E-03,1.5414E-02,3.1729E-03
57,2.4000E+02,6.6000E+02,6.5475E-01,-2.4825E+01,4.3177E-03,2.6788E-02,0.0000E+00,4.0000E+00,6.2933E-03,-1.0229E-03,1.2969E-02,3.1872E-03
58,2.4000E+02,6.7500E+02,7.7056E-01,-2.4676E+01,4.3472E-03,3.3640E-02,0.0000E+00,4.0000E+00,6.2093E-03,-8.0444E-04,1.0615E-02,1.6321E-03
59,2.4000E+02,6.9000E+02,7.8244E-01,-2.4549E+01,3.6256E-03,3.2125E-02,0.0000E+00,4.0000E+00,5.5148E-03,-1.7946E-03,1.0574E-02,-1.1059E-03
60,2.4000E+02,7.0500E+02,6.7759E-01,-2.4393E+01,3.6167E-03,2.8557E-02,0.0000E+00,4.0000E+00,5.5027E-03,-2.1052E-03,9.8649E-03,-3.2604E-03
61,2.4000E+02,7.2000E+02,4.5952E-01,-2.4285E+01,3.8413E-03,3.2186E-02,0.0000E+00,4.0000E+00,5.6761E-03,-2.4665E-03,1.2707E-02,-3.3690E-03
62,2.4000E+02,7.3500E+02,3.4824E-01,-2.4018E+01,3.8420E-03,3.3258E-02,0.0000E+00,4.0000E+00,5.7429E-03,-2.2599E-03,1.5634E-02,-2.5329E-03
63,2.4000E+02,7.5000E+02,1.4472E-01,-2.3822E+01,4.2830E-03,3.2018E-02,0.0000E+00,4.0000E+00,6.3141E-03,-1.6995E-03,1.5520E-02,-3.6184E-03
64,2.4000E+02,7.6500E+02,4.9161E-03,-2.3535E+01,4.0640E-03,4.1154E-02,0.0000E+00,4.0000E+00,5.8232E-03,-2.8589E-03,1.4760E-02,-5.4640E-04
65,2.4000E+02,7.8000E+02,1.3048E-01,-2.3291E+01,3.5654E-03,5.6395E-02,0.0000E+00,4.0000E+00,5.1561E-03,-3.1797E-03,1.6303E-02,1.2006E-03
66,2.4000E+02,7.9500E+02,2.1126E-01,-2.3009E+01,3.7770E-03,5.8708E-02,0.0000E+00,4.0000E+00,5.5562E-03,-3.7039E-03,1.7551E-02,4.0414E-04
67,2.4000E+02,8.1000E+02,2.6684E-01,-2.2783E+01,3.9140E-03,4.3973E-02,0.0000E+00,4.0000E+00,5.6824E-03,-1.7159E-03,1.5251E-02,1.2331E-03
