SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,2.4150E+03,-3.3165E+00,-8.0512E+00,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
1,3.0000E+01,2.4300E+03,-2.3974E+00,-7.6842E+00,1.0029E-02,5.5384E-03,0.0000E+00,4.0000E+00,1.3166E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,4.5000E+01,2.4150E+03,-2.3078E+00,-7.6750E+00,1.0124E-02,1.2764E-02,0.0000E+00,4.0000E+00,1.2019E-02,-1.3019E-02,-1.2756E-03,-8.0987E-03
3,6.0000E+01,2.4150E+03,-2.6092E+00,-7.7487E+00,8.7563E-03,1.3238E-02,0.0000E+00,4.0000E+00,1.0564E-02,-7.1729E-03,8.0520E-04,-7.8527E-03
4,6.0000E+01,2.4300E+03,-2.7382E+00,-7.7426E+00,6.9064E-03,9.3100E-03,0.0000E+00,4.0000E+00,9.1803E-03,-7.1729E-03,-3.1108E-03,-4.8983E-03
5,7.5000E+01,2.4450E+03,-2.6471E+00,-8.0056E+00,7.1451E-03,3.3997E-02,0.0000E+00,4.0000E+00,8.9934E-03,1.3101E-02,-6.9807E-03,-4.0811E-03
6,7.5000E+01,2.4300E+03,-2.6451E+00,-7.8869E+00,7.0483E-03,1.2661E-02,0.0000E+00,4.0000E+00,8.8978E-03,1.0730E-02,-3.3453E-03,-4.5412E-03
7,7.5000E+01,2.4150E+03,-2.6254E+00,-7.8856E+00,8.3939E-03,1.4006E-02,0.0000E+00,4.0000E+00,1.0002E-02,9.2386E-03,5.6367E-04,-5.4797E-03
8,9.0000E+01,2.4150E+03,-3.3208E+00,-8.1273E+00,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
9,9.0000E+01,2.4300E+03,-2.3865E+00,-7.9806E+00,1.0518E-02,9.6981E-03,0.0000E+00,4.0000E+00,1.2674E-02,-2.1379E-02,-4.9202E-03,5.5314E-03
10,9.0000E+01,2.4450E+03,-2.3761E+00,-8.0485E+00,1.0677E-02,3.2014E-02,0.0000E+00,4.0000E+00,1.2849E-02,-1.6732E-02,-5.8583E-03,2.7711E-03
11,1.0500E+02,2.4450E+03,-2.9479E+00,-8.0941E+00,9.5702E-03,3.4253E-02,0.0000E+00,4.0000E+00,1.2436E-02,-5.0088E-02,-4.8119E-03,5.3170E-03
12,1.0500E+02,2.4300E+03,-3.3571E+00,-8.0143E+00,6.0656E-03,9.0153E-03,0.0000E+00,4.0000E+00,8.0504E-03,-5.0854E-02,-5.5119E-03,6.5836E-03
13,1.0500E+02,2.4150E+03,-3.5580E+00,-7.9157E+00,5.4325E-03,8.3968E-03,0.0000E+00,4.0000E+00,7.0279E-03,-6.2609E-02,-6.4633E-03,5.1493E-03
14,2.2500E+02,3.0000E+01,-1.0204E+00,-1.8737E+01,4.1448E-03,1.1166E-01,0.0000E+00,4.0000E+00,6.3429E-03,-1.1688E-03,1.7711E-03,-8.8683E-04
15,2.4000E+02,3.0000E+01,-1.0382E+00,-1.8814E+01,6.1782E-03,3.8385E-02,0.0000E+00,4.0000E+00,9.3344E-03,-9.0318E-04,1.5019E-03,1.1878E-04
16,2.4000E+02,4.5000E+01,-9.8696E-01,-1.8788E+01,5.4085E-03,3.3114E-02,0.0000E+00,4.0000E+00,7.9556E-03,-1.0300E-03,3.8525E-03,3.4536E-04
17,2.4000E+02,6.0000E+01,-8.8892E-01,-1.8682E+01,5.3356E-03,2.7335E-02,0.0000E+00,4.0000E+00,7.9196E-03,-6.3425E-04,5.7728E-03,-2.0039E-04
18,2.4000E+02,7.5000E+01,-8.7741E-01,-1.8611E+01,4.6362E-03,2.3524E-02,0.0000E+00,4.0000E+00,6.8707E-03,-9.2782E-04,5.8714E-03,-3.4754E-05
19,2.4000E+02,9.0000E+01,-7.8547E-01,-1.8518E+01,4.7977E-03,2.7425E-02,0.0000E+00,4.0000E+00,6.9137E-03,-1.0597E-03,4.7480E-03,2.4375E-03
20,2.4000E+02,1.0500E+02,-6.4501E-01,-1.8482E+01,5.1681E-03,3.0498E-02,0.0000E+00,4.0000E+00,7.3098E-03,-9.1385E-04,4.4938E-03,2.2245E-03
21,2.4000E+02,1.2000E+02,-5.8484E-01,-1.8394E+01,4.7763E-03,3.0420E-02,0.0000E+00,4.0000E+00,6.6816E-03,-1.3875E-03,5.5681E-03,1.0322E-03
22,2.4000E+02,1.3500E+02,-5.3262E-01,-1.8321E+01,4.6495E-03,3.1366E-02,0.0000E+00,4.0000E+00,6.5720E-03,-1.4447E-03,5.7288E-03,7.2607E-04
23,2.4000E+02,1.5000E+02,-4.7994E-01,-1.8216E+01,6.0857E-03,3.5320E-02,0.0000E+00,4.0000E+00,9.2055E-03,-1.4968E-03,6.9690E-03,7.4375E-04
24,2.4000E+02,1.6500E+02,-4.5368E-01,-1.8118E+01,4.9476E-03,4.1067E-02,0.0000E+00,4.0000E+00,7.4347E-03,-1.4030E-03,5.3109E-03,6.0452E-05
25,2.4000E+02,1.8000E+02,-4.3708E-01,-1.8070E+01,4.0188E-03,3.6943E-02,0.0000E+00,4.0000E+00,5.9288E-03,-1.3523E-03,4.2600E-03,1.3718E-04
26,2.4000E+02,1.9500E+02,-4.1527E-01,-1.7984E+01,3.7999E-03,3.6144E-02,0.0000E+00,4.0000E+00,5.4569E-03,-1.2604E-03,6.6578E-03,-1.0605E-03
27,2.4000E+02,2.1000E+02,-4.5901E-01,-1.7857E+01,4.0779E-03,3.2768E-02,0.0000E+00,4.0000E+00,5.8999E-03,-3.1985E-04,5.9935E-03,-1.8331E-03
28,2.4000E+02,2.2500E+02,-4.8134E-01,-1.7797E+01,4.3686E-03,3.5389E-02,0.0000E+00,4.0000E+00,6.3476E-03,9.0843E-04,5.7698E-03,-1.8888E-03
29,2.4000E+02,2.4000E+02,-5.2349E-01,-1.7691E+01,5.3865E-03,3.8128E-02,0.0000E+00,4.0000E+00,7.9538E-03,1.2321E-03,6.8252E-03,-1.7146E-03
30,2.4000E+02,2.5500E+02,-5.1174E-01,-1.7593E+01,5.9473E-03,3.8965E-02,0.0000E+00,4.0000E+00,8.9679E-03,5.7183E-04,5.4480E-03,-2.1513E-04
31,2.4000E+02,2.7000E+02,-4.6346E-01,-1.7536E+01,4.9935E-03,3.0388E-02,0.0000E+00,4.0000E+00,7.1998E-03,-1.0142E-03,4.7056E-03,-3.1916E-04
32,2.4000E+02,2.8500E+02,-4.8205E-01,-1.7473E+01,4.9061E-03,2.4390E-02,0.0000E+00,4.0000E+00,6.9733E-03,-2.0347E-03,6.2093E-03,-1.2314E-03
33,2.4000E+02,3.0000E+02,-5.1247E-01,-1.7351E+01,5.6181E-03,3.1907E-02,0.0000E+00,4.0000E+00,8.3196E-03,-2.2312E-03,8.0269E-03,-1.8386E-03
34,2.4000E+02,3.1500E+02,-5.9863E-01,-1.7230E+01,4.8631E-03,2.9427E-02,0.0000E+00,4.0000E+00,7.1880E-03,-1.1118E-03,5.2424E-03,-2.3338E-03
35,2.4000E+02,3.3000E+02,-6.8222E-01,-1.7208E+01,5.2658E-03,2.5101E-02,0.0000E+00,4.0000E+00,7.5341E-03,-4.2822E-04,2.9139E-03,-6.6283E-04
36,2.4000E+02,3.4500E+02,-6.8065E-01,-1.7162E+01,4.7229E-03,2.9551E-02,0.0000E+00,4.0000E+00,6.6363E-03,6.6089E-04,6.0280E-03,-2.8448E-04
37,2.4000E+02,3.6000E+02,-7.5486E-01,-1.7027E+01,4.8083E-03,2.9743E-02,0.0000E+00,4.0000E+00,6.8781E-03,8.5506E-04,7.2628E-03,-7.9220E-04
38,2.4000E+02,3.7500E+02,-8.2951E-01,-1.6963E+01,5.9468E-03,3.5587E-02,0.0000E+00,4.0000E+00,8.7799E-03,1.1786E-03,6.6581E-03,-5.2250E-04
39,2.4000E+02,3.9000E+02,-8.6791E-01,-1.6846E+01,6.0596E-03,3.3439E-02,0.0000E+00,4.0000E+00,8.9031E-03,7.2472E-04,6.1767E-03,9.4333E-05
40,2.4000E+02,4.0500E+02,-9.3449E-01,-1.6767E+01,5.1148E-03,2.7904E-02,0.0000E+00,4.0000E+00,7.0858E-03,5.1023E-04,5.0159E-03,-5.9670E-04
41,2.4000E+02,4.2000E+02,-1.0193E+00,-1.6705E+01,4.8443E-03,3.4958E-02,0.0000E+00,4.0000E+00,6.8285E-03,2.3065E-04,5.4855E-03,-3.5919E-04
42,2.4000E+02,4.3500E+02,-1.0764E+00,-1.6615E+01,4.9450E-03,4.3112E-02,0.0000E+00,4.0000E+00,7.2368E-03,4.2517E-04,6.2393E-03,-5.1061E-04
43,2.4000E+02,4.5000E+02,-1.2088E+00,-1.6531E+01,5.2013E-03,3.5384E-02,0.0000E+00,4.0000E+00,7.5029E-03,1.1380E-03,6.1893E-03,-4.9347E-04
