SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,2.4150E+03,-4.0292E-01,-6.5009E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
1,3.0000E+01,2.4300E+03,-3.9861E-01,-6.2777E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
2,4.5000E+01,2.4150E+03,-9.4278E-01,-6.6592E-01,1.1816E-02,2.3839E-02,0.0000E+00,4.0000E+00,1.8344E-02,3.5475E-02,-5.2885E-03,-1.3310E-02
3,6.0000E+01,2.4150E+03,-4.1979E-01,-6.3845E-01,1.0547E-02,2.4375E-02,0.0000E+00,4.0000E+00,1.3717E-02,4.4743E-03,-4.1669E-03,-8.1151E-03
4,6.0000E+01,2.4300E+03,-8.3203E-01,-7.2369E-01,7.3167E-03,1.5693E-02,0.0000E+00,4.0000E+00,1.0516E-02,4.4743E-03,2.1207E-03,-8.8116E-03
5,7.5000E+01,2.4450E+03,-1.2962E+00,-4.3777E-01,7.0916E-03,4.2105E-02,0.0000E+00,4.0000E+00,1.1431E-02,-1.6738E-02,9.2443E-03,-5.0276E-03
6,7.5000E+01,2.4300E+03,-1.0821E+00,-5.6718E-01,6.7643E-03,1.7467E-02,0.0000E+00,4.0000E+00,1.0442E-02,-1.6482E-02,2.6400E-03,-7.9095E-03
7,7.5000E+01,2.4150E+03,-6.5085E-01,-5.5018E-01,9.1600E-03,2.0576E-02,0.0000E+00,4.0000E+00,1.3497E-02,-1.6839E-02,-2.7686E-03,-1.0541E-02
8,9.0000E+01,2.4150E+03,-9.4868E-01,-4.9538E-01,1.1507E-02,1.3825E-02,0.0000E+00,4.0000E+00,1.9400E-02,-1.6003E-02,-2.6778E-03,-6.2126E-03
9,9.0000E+01,2.4300E+03,-1.3231E+00,-5.3443E-01,9.6531E-03,1.0126E-02,0.0000E+00,4.0000E+00,1.6190E-02,-1.0129E-02,2.1820E-03,-5.0965E-03
10,9.0000E+01,2.4450E+03,-1.5811E+00,-4.2920E-01,1.1113E-02,3.6646E-02,0.0000E+00,4.0000E+00,2.0049E-02,-2.7560E-03,7.0760E-03,-3.9848E-03
11,1.0500E+02,2.4450E+03,-1.2444E+00,-4.2418E-01,1.1611E-02,3.6274E-02,0.0000E+00,4.0000E+00,1.7924E-02,1.2083E-02,6.2412E-03,-2.8443E-03
12,1.0500E+02,2.4300E+03,-1.2995E+00,-5.0492E-01,7.8051E-03,9.6175E-03,0.0000E+00,4.0000E+00,1.0934E-02,-2.0561E-03,1.3121E-03,-2.8929E-03
13,1.0500E+02,2.4150E+03,-1.4017E+00,-4.3480E-01,6.3466E-03,9.8740E-03,0.0000E+00,4.0000E+00,9.4340E-03,-1.4207E-02,-3.5914E-03,-2.9747E-03
14,2.2500E+02,3.0000E+01,1.5699E+00,-6.8761E+00,4.8847E-03,7.7952E-02,0.0000E+00,4.0000E+00,7.4765E-03,8.1932E-03,8.5073E-03,3.2847E-04
15,2.4000E+02,3.0000E+01,1.6921E+00,-6.8159E+00,5.6729E-03,3.1587E-02,0.0000E+00,4.0000E+00,8.4635E-03,4.4263E-03,8.6732E-03,1.7957E-04
16,2.4000E+02,4.5000E+01,1.6418E+00,-6.6890E+00,5.2645E-03,2.6820E-02,0.0000E+00,4.0000E+00,7.6236E-03,3.7494E-03,1.0521E-02,6.1778E-04
17,2.4000E+02,6.0000E+01,1.6605E+00,-6.4830E+00,5.5485E-03,2.5012E-02,0.0000E+00,4.0000E+00,8.2603E-03,2.0873E-03,1.0809E-02,-1.4845E-03
18,2.4000E+02,7.5000E+01,1.5708E+00,-6.3340E+00,5.9073E-03,2.6992E-02,0.0000E+00,4.0000E+00,8.8025E-03,1.7302E-03,8.5528E-03,-2.3644E-03
19,2.4000E+02,9.0000E+01,1.5615E+00,-6.2415E+00,6.0233E-03,2.7379E-02,0.0000E+00,4.0000E+00,8.7552E-03,1.2914E-03,7.6845E-03,-1.0275E-03
20,2.4000E+02,1.0500E+02,1.5537E+00,-6.1217E+00,5.7231E-03,3.1304E-02,0.0000E+00,4.0000E+00,8.1894E-03,9.5381E-04,8.6456E-03,-1.1766E-03
21,2.4000E+02,1.2000E+02,1.4918E+00,-5.9764E+00,5.6413E-03,3.5993E-02,0.0000E+00,4.0000E+00,7.8578E-03,1.2228E-03,9.8720E-03,-1.9365E-03
22,2.4000E+02,1.3500E+02,1.4143E+00,-5.8437E+00,5.8417E-03,3.6284E-02,0.0000E+00,4.0000E+00,8.2276E-03,1.5161E-03,9.0327E-03,-1.4811E-03
23,2.4000E+02,1.5000E+02,1.3964E+00,-5.7111E+00,6.4021E-03,3.2436E-02,0.0000E+00,4.0000E+00,9.6667E-03,1.1944E-03,7.8751E-03,-4.5073E-04
24,2.4000E+02,1.6500E+02,1.3728E+00,-5.5958E+00,5.3855E-03,3.4140E-02,0.0000E+00,4.0000E+00,8.0662E-03,8.7545E-04,7.6310E-03,-1.1174E-03
