 Sample   Time     Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               0              -0          0.5000;
     1    0.009               8              -0          0.5000;
     2    0.018              41              -0          0.5000;
     3    0.027              93              -0          0.5000;
     4    0.035             160               2          0.5000;
     5    0.044             241               4          0.5000;
     6    0.053             332               6          0.5000;
     7    0.062             429               8          0.5000;
     8    0.071             529              10          0.5000;
     9    0.080             628              12          0.5000;
    10    0.089             722              15          0.5000;
    11    0.097             808              19          0.5000;
    12    0.106             881              22          0.5000;
    13    0.115             940              26          0.5000;
    14    0.124             984              28          0.5000;
    15    0.133            1010              29          0.5000;
    16    0.142            1020              31          0.5000;
    17    0.151            1013              32          0.5000;
    18    0.159             990              34          0.5000;
    19    0.168             953              34          0.5000;
    20    0.177             906              35          0.5000;
    21    0.186             850              35          0.5000;
    22    0.195             787              35          0.5000;
    23    0.204             720              35          0.5000;
    24    0.213             651              33          0.5000;
    25    0.221             584              31          0.5000;
    26    0.230             519              30          0.5000;
    27    0.239             462              28          0.5000;
    28    0.248             413              28          0.5000;
    29    0.257             374              27          0.5000;
    30    0.266             349              26          0.5000;
    31    0.274             335              25          0.5000;
    32    0.283             333              24          0.5000;
    33    0.292             346              24          0.5000;
    34    0.301             368              24          0.5000;
    35    0.310             399              24          0.5000;
    36    0.319             437              24          0.5000;
    37    0.328             480              24          0.5000;
    38    0.336             526              24          0.5000;
    39    0.345             573              24          0.5000;
    40    0.354             619              25          0.5000;
    41    0.363             661              26          0.5000;
    42    0.372             698              27          0.5000;
    43    0.381             729              28          0.5000;
    44    0.390             753              29          0.5000;
    45    0.398             770              30          0.5000;
    46    0.407             778              31          0.5000;
    47    0.416             780              32          0.5000;
    48    0.425             773              32          0.5000;
    49    0.434             760              32          0.5000;
    50    0.443             742              32          0.5000;
    51    0.452             722              32          0.5000;
    52    0.460             698              32          0.5000;
    53    0.469             674              32          0.5000;
    54    0.478             649              32          0.5000;
    55    0.487             625              32          0.5000;
    56    0.496             602              30          0.5000;
    57    0.505             582              30          0.5000;
    58    0.514             564              30          0.5000;
    59    0.522             550              30          0.5000;
    60    0.531             541              30          0.5000;
    61    0.540             536              30          0.5000;
    62    0.549             535              29          0.5000;
    63    0.558             538              29          0.5000;
    64    0.567             545              29          0.5000;
    65    0.576             554              29          0.5000;
    66    0.584             564              29          0.5000;
    67    0.593             573              29          0.5000;
    68    0.602             582              29          0.5000;
    69    0.611             591              28          0.5000;
    70    0.620             598              28          0.5000;
    71    0.629             605              28          0.5000;
    72    0.638             609              28          0.5000;
    73    0.646             613              29          0.5000;
    74    0.655             614              29          0.5000;
    75    0.664             614              29          0.5000;
    76    0.673             614              29          0.5000;
    77    0.682             611              29          0.5000;
    78    0.691             609              29          0.5000;
    79    0.699             607              29          0.5000;
    80    0.708             606              29          0.5000;
    81    0.717             605              29          0.5000;
    82    0.726             605              29          0.5000;
    83    0.735             605              29          0.5000;
    84    0.744             605              29          0.5000;
    85    0.753             605              29          0.5000;
    86    0.761             605              29          0.5000;
    87    0.770             605              29          0.5000;
    88    0.779             605              29          0.5000;
    89    0.788             605              28          0.5000;
    90    0.797             605              28          0.5000;
    91    0.806             605              27          0.5000;
    92    0.815             605              27          0.5000;
    93    0.823             605              27          0.5000;
    94    0.832             605              27          0.5000;
    95    0.841             605              27          0.5000;
    96    0.850             605              27          0.5000;
    97    0.859             605              27          0.5000;
    98    0.868             605              27          0.5000;
    99    0.877             605              27          0.5000;
   100    0.885             605              27          0.5000;
   101    0.894             605              27          0.5000;
   102    0.903             605              27          0.5000;
   103    0.912             605              27          0.5000;
   104    0.921             605              27          0.5000;
   105    0.930             605              27          0.5000;
   106    0.939             605              27          0.5000;
   107    0.947             605              27          0.5000;
   108    0.956             605              27          0.5000;
   109    0.965             605              27          0.5000;
   110    0.974             605              27          0.5000;
   111    0.983             605              27          0.5000;
   112    0.992             605              27          0.5000;
   113    1.001             605              27          0.5000;
   114    1.009             605              27          0.5000;
   115    1.018             605              27          0.5000;
   116    1.027             605              27          0.5000;
   117    1.036             605              27          0.5000;
   118    1.045             605              27          0.5000;
   119    1.054             605              26          0.5000;
   120    1.063             605              26          0.5000;
   121    1.071             605              26          0.5000;
   122    1.080             605              26          0.5000;
   123    1.089             605              26          0.5000;
   124    1.098             605              26          0.5000;
   125    1.107             605              26          0.5000;
   126    1.116             605              26          0.5000;
   127    1.124             605              26          0.5000;
   128    1.133             605              26          0.5000;
   129    1.142             605              26          0.5000;
   130    1.151             605              26          0.5000;
   131    1.160             605              25          0.5000;
   132    1.169             605              24          0.5000;
   133    1.178             605              24          0.5000;
   134    1.186             605              24          0.5000;
   135    1.195             605              24          0.5000;
   136    1.204             605              24          0.5000;
   137    1.213             605              24          0.5000;
   138    1.222             605              24          0.5000;
   139    1.231             605              24          0.5000;
   140    1.240             605              23          0.5000;
   141    1.248             605              22          0.5000;
   142    1.257             605              22          0.5000;
   143    1.266             605              22          0.5000;
   144    1.275             605              22          0.5000;
   145    1.284             605              22          0.5000;
   146    1.293             605              22          0.5000;
   147    1.302             605              22          0.5000;
   148    1.310             605              22          0.5000;
   149    1.319             605              22          0.5000;
   150    1.328             605              22          0.5000;
   151    1.337             605              22          0.5000;
   152    1.346             605              22          0.5000;
   153    1.355             605              22          0.5000;
   154    1.364             605              22          0.5000;
   155    1.372             605              22          0.5000;
   156    1.381             605              22          0.5000;
   157    1.390             605              22          0.5000;
   158    1.399             605              22          0.5000;
   159    1.408             605              22          0.5000;
   160    1.417             605              22          0.5000;
   161    1.426             605              22          0.5000;
   162    1.434             605              22          0.5000;
   163    1.443             605              22          0.5000;
   164    1.452             605              22          0.5000;
   165    1.461             605              22          0.5000;
   166    1.470             605              22          0.5000;
   167    1.479             605              22          0.5000;
   168    1.488             605              22          0.5000;
   169    1.496             605              22          0.5000;
   170    1.505             605              22          0.5000;
   171    1.514             605              22          0.5000;
   172    1.523             605              22          0.5000;
   173    1.532             605              22          0.5000;
   174    1.541             605              22          0.5000;
   175    1.549             605              22          0.5000;
   176    1.558             605              22          0.5000;
   177    1.567             605              22          0.5000;
   178    1.576             605              21          0.5000;
   179    1.585             605              21          0.5000;
   180    1.594             605              21          0.5000;
   181    1.603             605              21          0.5000;
   182    1.611             605              21          0.5000;
   183    1.620             605              21          0.5000;
   184    1.629             605              21          0.5000;
   185    1.638             605              21          0.5000;
   186    1.647             605              21          0.5000;
   187    1.656             605              21          0.5000;
   188    1.665             605              21          0.5000;
   189    1.673             605              21          0.5000;
   190    1.682             605              21          0.5000;
   191    1.691             605              22          0.5000;
   192    1.700             605              22          0.5000;
   193    1.709             605              22          0.5000;
   194    1.718             605              22          0.5000;
   195    1.727             605              22          0.5000;
   196    1.735             605              22          0.5000;
   197    1.744             605              22          0.5000;
   198    1.753             605              22          0.5000;
   199    1.762             605              22          0.5000;
   200    1.771             605              22          0.5000;
   201    1.780             605              22          0.5000;
   202    1.789             605              22          0.5000;
   203    1.797             605              22          0.5000;
   204    1.806             605              22          0.5000;
   205    1.815             605              22          0.5000;
   206    1.824             605              22          0.5000;
   207    1.833             605              22          0.5000;
   208    1.842             605              22          0.5000;
