 Sample   Time     Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               7             -32          0.0000;
     1    0.009               7             -30          0.0000;
     2    0.018               7             -27          0.0000;
     3    0.027               7             -23          0.0000;
     4    0.035               7             -20          0.0000;
     5    0.044               7             -16          0.0000;
     6    0.053               7             -11          0.0000;
     7    0.062               7              -7          0.0000;
     8    0.071               7              -2          0.0000;
     9    0.080               7               2          0.0000;
    10    0.089               7               6          0.0000;
    11    0.097               7               8          0.0000;
    12    0.106               7              10          0.0000;
    13    0.115               7              11          0.0000;
    14    0.124               7              11          0.0000;
    15    0.133               7              11          0.0000;
    16    0.142               7              11          0.0000;
    17    0.151               7              11          0.0000;
    18    0.159               7              11          0.0000;
    19    0.168               7              11          0.0000;
    20    0.177               7              11          0.0000;
    21    0.186               7              11          0.0000;
    22    0.195               7              11          0.0000;
    23    0.204               7              11          0.0000;
    24    0.213               7              11          0.0000;
    25    0.221               7              11          0.0000;
    26    0.230               7              11          0.0000;
    27    0.239               7              11          0.0000;
    28    0.248               7              11          0.0000;
    29    0.257               8              11          0.0000;
    30    0.266               8              10          0.0000;
    31    0.274               8              10          0.0000;
    32    0.283               8              10          0.0000;
    33    0.292               8              10          0.0000;
    34    0.301               8               9          0.0000;
    35    0.310               8               9          0.0000;
    36    0.319               8               8          0.0000;
    37    0.328               8               8          0.0000;
    38    0.336               8               8          0.0000;
    39    0.345               8               8          0.0000;
    40    0.354               8               8          0.0000;
    41    0.363               8               8          0.0000;
    42    0.372               8               8          0.0000;
    43    0.381               8               8          0.0000;
    44    0.390               8               8          0.0000;
    45    0.398               8               8          0.0000;
    46    0.407               8               8          0.0000;
    47    0.416               8               8          0.0000;
    48    0.425               8               8          0.0000;
    49    0.434               8               8          0.0000;
    50    0.443               7               8          0.0000;
    51    0.452               7               8          0.0000;
    52    0.460               7               8          0.0000;
    53    0.469               6               8          0.0000;
    54    0.478               6               8          0.0000;
    55    0.487               6               8          0.0000;
    56    0.496               6               8          0.0000;
    57    0.505               6               8          0.0000;
    58    0.514               6               8          0.0000;
    59    0.522               6               8          0.0000;
    60    0.531               6               8          0.0000;
    61    0.540               6               8          0.0000;
    62    0.549               6               8          0.0000;
    63    0.558               6               8          0.0000;
    64    0.567               6               8          0.0000;
    65    0.576               6               8          0.0000;
    66    0.584               6               8          0.0000;
    67    0.593               6               7          0.0000;
    68    0.602               6               6          0.0000;
    69    0.611               6               6          0.0000;
    70    0.620               6               6          0.0000;
    71    0.629               6               4          0.0000;
    72    0.638               6               2          0.0000;
    73    0.646               6              -2          0.0000;
    74    0.655               6              -6          0.0000;
    75    0.664               6             -12          0.0000;
    76    0.673               6             -21          0.0000;
    77    0.682               6             -39          0.0000;
    78    0.691               6             -71          0.0000;
    79    0.699               6            -117          0.0000;
    80    0.708               6            -179          0.0000;
    81    0.717               5            -257          0.0000;
    82    0.726               4            -348          0.0000;
    83    0.735               2            -450          0.0000;
    84    0.744               0            -561          0.0000;
    85    0.753              -3            -678          0.0000;
    86    0.761              -5            -799          0.0000;
    87    0.770              -8            -922          0.0000;
    88    0.779             -11           -1042          0.0000;
    89    0.788             -15           -1160          0.0000;
    90    0.797             -18           -1272          0.0000;
    91    0.806             -20           -1375          0.0000;
    92    0.815             -20           -1469          0.0000;
    93    0.823             -22           -1553          0.0000;
    94    0.832             -23           -1624          0.0000;
    95    0.841             -24           -1681          0.0000;
    96    0.850             -25           -1724          0.0000;
    97    0.859             -26           -1751          0.0000;
    98    0.868             -26           -1763          0.0000;
    99    0.877             -26           -1761          0.0000;
   100    0.885             -26           -1744          0.0000;
   101    0.894             -26           -1714          0.0000;
   102    0.903             -26           -1674          0.0000;
   103    0.912             -24           -1624          0.0000;
   104    0.921             -24           -1566          0.0000;
   105    0.930             -22           -1500          0.0000;
   106    0.939             -21           -1429          0.0000;
   107    0.947             -20           -1353          0.0000;
   108    0.956             -19           -1275          0.0000;
   109    0.965             -19           -1195          0.0000;
   110    0.974             -19           -1115          0.0000;
   111    0.983             -17           -1037          0.0000;
   112    0.992             -16            -961          0.0000;
   113    1.001             -14            -889          0.0000;
   114    1.009             -13            -824          0.0000;
   115    1.018             -12            -766          0.0000;
   116    1.027             -10            -716          0.0000;
   117    1.036              -9            -675          0.0000;
   118    1.045              -8            -644          0.0000;
   119    1.054              -7            -624          0.0000;
   120    1.063              -6            -615          0.0000;
   121    1.071              -5            -616          0.0000;
   122    1.080              -5            -627          0.0000;
   123    1.089              -5            -647          0.0000;
   124    1.098              -5            -675          0.0000;
   125    1.107              -5            -708          0.0000;
   126    1.116              -5            -746          0.0000;
   127    1.124              -5            -788          0.0000;
   128    1.133              -5            -834          0.0000;
   129    1.142              -5            -881          0.0000;
   130    1.151              -5            -930          0.0000;
   131    1.160              -6            -978          0.0000;
   132    1.169              -6           -1024          0.0000;
   133    1.178              -7           -1068          0.0000;
   134    1.186              -8           -1109          0.0000;
   135    1.195              -9           -1146          0.0000;
   136    1.204             -11           -1178          0.0000;
   137    1.213             -12           -1205          0.0000;
   138    1.222             -12           -1226          0.0000;
   139    1.231             -13           -1241          0.0000;
   140    1.240             -14           -1250          0.0000;
   141    1.248             -15           -1253          0.0000;
   142    1.257             -16           -1253          0.0000;
   143    1.266             -16           -1246          0.0000;
   144    1.275             -16           -1235          0.0000;
   145    1.284             -16           -1223          0.0000;
   146    1.293             -16           -1207          0.0000;
   147    1.302             -16           -1191          0.0000;
   148    1.310             -16           -1172          0.0000;
   149    1.319             -16           -1153          0.0000;
   150    1.328             -16           -1133          0.0000;
   151    1.337             -16           -1113          0.0000;
   152    1.346             -16           -1093          0.0000;
   153    1.355             -16           -1074          0.0000;
   154    1.364             -16           -1057          0.0000;
   155    1.372             -16           -1042          0.0000;
   156    1.381             -16           -1029          0.0000;
   157    1.390             -16           -1019          0.0000;
   158    1.399             -16           -1011          0.0000;
   159    1.408             -16           -1006          0.0000;
   160    1.417             -16           -1003          0.0000;
   161    1.426             -16           -1002          0.0000;
   162    1.434             -16           -1002          0.0000;
   163    1.443             -16           -1004          0.0000;
   164    1.452             -14           -1007          0.0000;
   165    1.461             -14           -1011          0.0000;
   166    1.470             -14           -1015          0.0000;
   167    1.479             -14           -1019          0.0000;
   168    1.488             -14           -1022          0.0000;
   169    1.496             -14           -1025          0.0000;
   170    1.505             -14           -1028          0.0000;
   171    1.514             -14           -1030          0.0000;
   172    1.523             -14           -1032          0.0000;
   173    1.532             -13           -1033          0.0000;
   174    1.541             -13           -1033          0.0000;
   175    1.549             -13           -1033          0.0000;
   176    1.558             -13           -1033          0.0000;
   177    1.567             -13           -1033          0.0000;
   178    1.576             -13           -1033          0.0000;
   179    1.585             -13           -1033          0.0000;
   180    1.594             -13           -1033          0.0000;
   181    1.603             -13           -1033          0.0000;
   182    1.611             -13           -1033          0.0000;
   183    1.620             -13           -1033          0.0000;
   184    1.629             -13           -1033          0.0000;
   185    1.638             -13           -1033          0.0000;
   186    1.647             -13           -1033          0.0000;
   187    1.656             -13           -1033          0.0000;
   188    1.665             -14           -1033          0.0000;
   189    1.673             -14           -1033          0.0000;
   190    1.682             -14           -1033          0.0000;
   191    1.691             -15           -1033          0.0000;
   192    1.700             -15           -1033          0.0000;
   193    1.709             -15           -1033          0.0000;
   194    1.718             -16           -1033          0.0000;
   195    1.727             -16           -1033          0.0000;
   196    1.735             -16           -1033          0.0000;
   197    1.744             -16           -1033          0.0000;
   198    1.753             -16           -1033          0.0000;
   199    1.762             -16           -1033          0.0000;
   200    1.771             -17           -1033          0.0000;
   201    1.780             -17           -1033          0.0000;
   202    1.789             -17           -1033          0.0000;
   203    1.797             -18           -1033          0.0000;
   204    1.806             -18           -1033          0.0000;
   205    1.815             -18           -1033          0.0000;
   206    1.824             -18           -1033          0.0000;
   207    1.833             -18           -1033          0.0000;
   208    1.842             -18           -1033          0.0000;
   209    1.851             -18           -1033          0.0000;
   210    1.859             -18           -1033          0.0000;
   211    1.868             -18           -1033          0.0000;
   212    1.877             -18           -1033          0.0000;
   213    1.886             -19           -1033          0.0000;
   214    1.895             -20           -1033          0.0000;
   215    1.904             -21           -1033          0.0000;
   216    1.913             -22           -1033          0.0000;
   217    1.921             -23           -1033          0.0000;
   218    1.930             -23           -1033          0.0000;
   219    1.939             -23           -1033          0.0000;
   220    1.948             -23           -1033          0.0000;
   221    1.957             -23           -1033          0.0000;
   222    1.966             -23           -1033          0.0000;
   223    1.974             -23           -1033          0.0000;
   224    1.983             -23           -1033          0.0000;
   225    1.992             -23           -1033          0.0000;
   226    2.001             -23           -1033          0.0000;
   227    2.010             -23           -1033          0.0000;
   228    2.019             -23           -1033          0.0000;
   229    2.028             -23           -1033          0.0000;
   230    2.036             -23           -1033          0.0000;
   231    2.045             -23           -1033          0.0000;
   232    2.054             -23           -1033          0.0000;
   233    2.063             -23           -1033          0.0000;
   234    2.072             -23           -1033          0.0000;
   235    2.081             -23           -1033          0.0000;
   236    2.090             -23           -1033          0.0000;
   237    2.098             -23           -1033          0.0000;
   238    2.107             -23           -1033          0.0000;
   239    2.116             -23           -1033          0.0000;
   240    2.125             -23           -1033          0.0000;
   241    2.134             -23           -1033          0.0000;
   242    2.143             -23           -1033          0.0000;
   243    2.152             -23           -1033          0.0000;
   244    2.160             -23           -1033          0.0000;
   245    2.169             -23           -1033          0.0000;
   246    2.178             -23           -1033          0.0000;
   247    2.187             -23           -1033          0.0000;
   248    2.196             -23           -1033          0.0000;
   249    2.205             -23           -1033          0.0000;
   250    2.214             -23           -1033          0.0000;
   251    2.222             -23           -1033          0.0000;
   252    2.231             -23           -1033          0.0000;
   253    2.240             -23           -1033          0.0000;
   254    2.249             -23           -1033          0.0000;
   255    2.258             -24           -1033          0.0000;
   256    2.267             -24           -1033          0.0000;
   257    2.276             -25           -1033          0.0000;
   258    2.284             -25           -1033          0.0000;
   259    2.293             -26           -1033          0.0000;
   260    2.302             -26           -1033          0.0000;
   261    2.311             -26           -1033          0.0000;
   262    2.320             -26           -1033          0.0000;
   263    2.329             -26           -1033          0.0000;
   264    2.338             -26           -1033          0.0000;
   265    2.346             -26           -1033          0.0000;
   266    2.355             -26           -1033          0.0000;
   267    2.364             -26           -1033          0.0000;
   268    2.373             -26           -1033          0.0000;
   269    2.382             -26           -1033          0.0000;
   270    2.391             -26           -1033          0.0000;
   271    2.399             -26           -1033          0.0000;
   272    2.408             -26           -1033          0.0000;
   273    2.417             -26           -1033          0.0000;
   274    2.426             -26           -1033          0.0000;
   275    2.435             -26           -1033          0.0000;
   276    2.444             -26           -1033          0.0000;
   277    2.453             -26           -1033          0.0000;
   278    2.461             -26           -1033          0.0000;
   279    2.470             -26           -1033          0.0000;
   280    2.479             -26           -1033          0.0000;
   281    2.488             -26           -1033          0.0000;
   282    2.497             -26           -1033          0.0000;
   283    2.506             -26           -1033          0.0000;
   284    2.515             -26           -1033          0.0000;
   285    2.523             -26           -1033          0.0000;
   286    2.532             -26           -1033          0.0000;
   287    2.541             -26           -1033          0.0000;
   288    2.550             -26           -1033          0.0000;
   289    2.559             -26           -1033          0.0000;
   290    2.568             -27           -1033          0.0000;
   291    2.577             -27           -1033          0.0000;
   292    2.585             -27           -1033          0.0000;
   293    2.594             -27           -1033          0.0000;
   294    2.603             -27           -1033          0.0000;
   295    2.612             -27           -1033          0.0000;
   296    2.621             -27           -1033          0.0000;
   297    2.630             -27           -1033          0.0000;
   298    2.639             -27           -1033          0.0000;
   299    2.647             -27           -1033          0.0000;
   300    2.656             -27           -1033          0.0000;
   301    2.665             -28           -1033          0.0000;
   302    2.674             -28           -1033          0.0000;
   303    2.683             -28           -1033          0.0000;
   304    2.692             -28           -1033          0.0000;
   305    2.701             -28           -1033          0.0000;
   306    2.709             -28           -1033          0.0000;
   307    2.718             -28           -1033          0.0000;
   308    2.727             -28           -1033          0.0000;
   309    2.736             -28           -1033          0.0000;
   310    2.745             -28           -1033          0.0000;
   311    2.754             -28           -1033          0.0000;
   312    2.763             -28           -1033          0.0000;
   313    2.771             -28           -1033          0.0000;
   314    2.780             -28           -1033          0.0000;
   315    2.789             -28           -1033          0.0000;
   316    2.798             -28           -1033          0.0000;
   317    2.807             -28           -1033          0.0000;
   318    2.816             -28           -1033          0.0000;
   319    2.824             -28           -1033          0.0000;
   320    2.833             -28           -1033          0.0000;
   321    2.842             -28           -1033          0.0000;
   322    2.851             -28           -1033          0.0000;
   323    2.860             -28           -1033          0.0000;
   324    2.869             -26           -1033          0.0000;
   325    2.878             -26           -1033          0.0000;
   326    2.886             -26           -1033          0.0000;
   327    2.895             -26           -1033          0.0000;
   328    2.904             -26           -1033          0.0000;
   329    2.913             -26           -1033          0.0000;
   330    2.922             -26           -1033          0.0000;
   331    2.931             -26           -1033          0.0000;
   332    2.940             -26           -1033          0.0000;
   333    2.948             -26           -1033          0.0000;
   334    2.957             -26           -1033          0.0000;
   335    2.966             -26           -1033          0.0000;
   336    2.975             -26           -1033          0.0000;
   337    2.984             -26           -1033          0.0000;
   338    2.993             -26           -1033          0.0000;
   339    3.002             -26           -1033          0.0000;
   340    3.010             -26           -1033          0.0000;
   341    3.019             -26           -1033          0.0000;
   342    3.028             -26           -1033          0.0000;
   343    3.037             -26           -1033          0.0000;
   344    3.046             -26           -1033          0.0000;
   345    3.055             -26           -1033          0.0000;
   346    3.064             -26           -1033          0.0000;
   347    3.072             -26           -1033          0.0000;
   348    3.081             -26           -1033          0.0000;
   349    3.090             -26           -1033          0.0000;
   350    3.099             -27           -1033          0.0000;
   351    3.108             -27           -1033          0.0000;
   352    3.117             -27           -1033          0.0000;
   353    3.126             -27           -1033          0.0000;
   354    3.134             -27           -1033          0.0000;
   355    3.143             -27           -1033          0.0000;
   356    3.152             -27           -1033          0.0000;
   357    3.161             -27           -1033          0.0000;
   358    3.170             -27           -1033          0.0000;
   359    3.179             -27           -1033          0.0000;
   360    3.188             -28           -1033          0.0000;
   361    3.196             -28           -1033          0.0000;
   362    3.205             -28           -1033          0.0000;
   363    3.214             -28           -1033          0.0000;
   364    3.223             -28           -1033          0.0000;
   365    3.232             -28           -1033          0.0000;
   366    3.241             -28           -1033          0.0000;
   367    3.249             -28           -1033          0.0000;
   368    3.258             -28           -1033          0.0000;
   369    3.267             -28           -1033          0.0000;
   370    3.276             -29           -1033          0.0000;
   371    3.285             -29           -1033          0.0000;
   372    3.294             -29           -1033          0.0000;
   373    3.303             -29           -1033          0.0000;
   374    3.311             -29           -1033          0.0000;
   375    3.320             -29           -1033          0.0000;
   376    3.329             -29           -1033          0.0000;
