 Sample   Time     Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000              15              26          0.0000;
     1    0.009              15              26          0.0000;
     2    0.018              15              26          0.0000;
     3    0.027              15              27          0.0000;
     4    0.035              15              27          0.0000;
     5    0.044              15              28          0.0000;
     6    0.053              15              29          0.0000;
     7    0.062              15              30          0.0000;
     8    0.071              15              31          0.0000;
     9    0.080              15              31          0.0000;
    10    0.089              15              32          0.0000;
    11    0.097              15              32          0.0000;
    12    0.106              15              32          0.0000;
    13    0.115              15              32          0.0000;
    14    0.124              15              32          0.0000;
    15    0.133              15              32          0.0000;
    16    0.142              15              32          0.0000;
    17    0.151              15              33          0.0000;
    18    0.159              15              33          0.0000;
    19    0.168              15              33          0.0000;
    20    0.177              15              33          0.0000;
    21    0.186              15              33          0.0000;
    22    0.195              15              33          0.0000;
    23    0.204              15              33          0.0000;
    24    0.213              15              33          0.0000;
    25    0.221              15              33          0.0000;
    26    0.230              15              33          0.0000;
    27    0.239              15              33          0.0000;
    28    0.248              15              33          0.0000;
    29    0.257              15              34          0.0000;
    30    0.266              15              34          0.0000;
    31    0.274              15              34          0.0000;
    32    0.283              15              35          0.0000;
    33    0.292              15              36          0.0000;
    34    0.301              15              37          0.0000;
    35    0.310              15              37          0.0000;
    36    0.319              15              37          0.0000;
    37    0.328              15              38          0.0000;
    38    0.336              15              38          0.0000;
    39    0.345              15              38          0.0000;
    40    0.354              15              38          0.0000;
    41    0.363              16              38          0.0000;
    42    0.372              16              38          0.0000;
    43    0.381              16              38          0.0000;
    44    0.390              16              38          0.0000;
    45    0.398              16              38          0.0000;
    46    0.407              16              38          0.0000;
    47    0.416              16              38          0.0000;
    48    0.425              16              38          0.0000;
    49    0.434              16              38          0.0000;
    50    0.443              16              38          0.0000;
    51    0.452              16              38          0.0000;
    52    0.460              16              38          0.0000;
    53    0.469              16              38          0.0000;
    54    0.478              16              38          0.0000;
    55    0.487              16              38          0.0000;
    56    0.496              16              39          0.0000;
    57    0.505              16              39          0.0000;
    58    0.514              16              39          0.0000;
    59    0.522              16              40          0.0000;
    60    0.531              16              40          0.0000;
    61    0.540              16              42          0.0000;
    62    0.549              16              44          0.0000;
    63    0.558              16              48          0.0000;
    64    0.567              16              53          0.0000;
    65    0.576              16              58          0.0000;
    66    0.584              16              61          0.0000;
    67    0.593              16              60          0.0000;
    68    0.602              16              50          0.0000;
    69    0.611              16              30          0.0000;
    70    0.620              16              -6          0.0000;
    71    0.629              16             -58          0.0000;
    72    0.638              16            -124          0.0000;
    73    0.646              16            -203          0.0000;
    74    0.655              15            -291          0.0000;
    75    0.664              13            -388          0.0000;
    76    0.673              12            -490          0.0000;
    77    0.682              10            -596          0.0000;
    78    0.691               8            -703          0.0000;
    79    0.699               5            -809          0.0000;
    80    0.708               3            -912          0.0000;
    81    0.717               1           -1009          0.0000;
    82    0.726              -1           -1099          0.0000;
    83    0.735              -3           -1180          0.0000;
    84    0.744              -3           -1250          0.0000;
    85    0.753              -4           -1308          0.0000;
    86    0.761              -6           -1354          0.0000;
    87    0.770              -7           -1386          0.0000;
    88    0.779              -8           -1405          0.0000;
    89    0.788              -9           -1409          0.0000;
    90    0.797             -10           -1401          0.0000;
    91    0.806             -11           -1381          0.0000;
    92    0.815             -11           -1350          0.0000;
    93    0.823             -11           -1311          0.0000;
    94    0.832             -11           -1264          0.0000;
    95    0.841             -11           -1211          0.0000;
    96    0.850              -9           -1151          0.0000;
    97    0.859              -9           -1088          0.0000;
    98    0.868              -8           -1021          0.0000;
    99    0.877              -7            -952          0.0000;
   100    0.885              -5            -883          0.0000;
   101    0.894              -4            -814          0.0000;
   102    0.903              -3            -748          0.0000;
   103    0.912              -2            -685          0.0000;
   104    0.921              -1            -628          0.0000;
   105    0.930              -1            -577          0.0000;
   106    0.939              -0            -533          0.0000;
   107    0.947               0            -497          0.0000;
   108    0.956               2            -471          0.0000;
   109    0.965               3            -454          0.0000;
   110    0.974               3            -446          0.0000;
   111    0.983               4            -447          0.0000;
   112    0.992               5            -459          0.0000;
   113    1.001               5            -478          0.0000;
   114    1.009               5            -502          0.0000;
   115    1.018               5            -531          0.0000;
   116    1.027               5            -565          0.0000;
   117    1.036               5            -602          0.0000;
   118    1.045               5            -640          0.0000;
   119    1.054               5            -681          0.0000;
   120    1.063               5            -721          0.0000;
   121    1.071               5            -762          0.0000;
   122    1.080               4            -800          0.0000;
   123    1.089               3            -837          0.0000;
   124    1.098               2            -871          0.0000;
   125    1.107               1            -899          0.0000;
   126    1.116               1            -923          0.0000;
   127    1.124               1            -942          0.0000;
   128    1.133               1            -957          0.0000;
   129    1.142               1            -966          0.0000;
   130    1.151               1            -970          0.0000;
   131    1.160              -0            -971          0.0000;
   132    1.169              -1            -965          0.0000;
   133    1.178              -1            -956          0.0000;
   134    1.186              -1            -946          0.0000;
   135    1.195              -1            -934          0.0000;
   136    1.204              -1            -921          0.0000;
   137    1.213              -1            -908          0.0000;
   138    1.222              -1            -893          0.0000;
   139    1.231              -1            -877          0.0000;
   140    1.240              -1            -860          0.0000;
   141    1.248              -1            -843          0.0000;
   142    1.257              -1            -827          0.0000;
   143    1.266              -1            -812          0.0000;
   144    1.275              -1            -800          0.0000;
   145    1.284              -1            -791          0.0000;
   146    1.293              -1            -784          0.0000;
   147    1.302              -1            -779          0.0000;
   148    1.310              -1            -777          0.0000;
   149    1.319              -1            -776          0.0000;
   150    1.328              -1            -776          0.0000;
   151    1.337              -1            -780          0.0000;
   152    1.346              -1            -783          0.0000;
   153    1.355              -1            -787          0.0000;
   154    1.364              -1            -791          0.0000;
   155    1.372              -1            -794          0.0000;
   156    1.381              -1            -797          0.0000;
   157    1.390              -1            -800          0.0000;
   158    1.399              -1            -802          0.0000;
   159    1.408              -1            -803          0.0000;
   160    1.417              -1            -804          0.0000;
   161    1.426              -1            -804          0.0000;
   162    1.434              -1            -805          0.0000;
   163    1.443              -1            -805          0.0000;
   164    1.452              -1            -805          0.0000;
   165    1.461              -1            -805          0.0000;
   166    1.470              -1            -805          0.0000;
   167    1.479              -1            -805          0.0000;
   168    1.488              -1            -805          0.0000;
   169    1.496              -1            -805          0.0000;
   170    1.505              -1            -805          0.0000;
   171    1.514              -1            -805          0.0000;
   172    1.523              -1            -805          0.0000;
   173    1.532              -1            -805          0.0000;
   174    1.541              -1            -805          0.0000;
   175    1.549              -1            -805          0.0000;
   176    1.558              -1            -805          0.0000;
   177    1.567              -1            -805          0.0000;
   178    1.576              -1            -805          0.0000;
   179    1.585              -1            -805          0.0000;
   180    1.594              -1            -805          0.0000;
   181    1.603              -1            -805          0.0000;
   182    1.611              -1            -805          0.0000;
   183    1.620              -1            -805          0.0000;
   184    1.629              -1            -805          0.0000;
   185    1.638              -1            -805          0.0000;
   186    1.647              -1            -805          0.0000;
   187    1.656              -1            -805          0.0000;
   188    1.665              -1            -805          0.0000;
   189    1.673              -1            -805          0.0000;
   190    1.682              -1            -805          0.0000;
   191    1.691              -1            -805          0.0000;
   192    1.700              -1            -805          0.0000;
   193    1.709              -1            -805          0.0000;
   194    1.718              -2            -805          0.0000;
   195    1.727              -2            -805          0.0000;
   196    1.735              -2            -805          0.0000;
   197    1.744              -2            -805          0.0000;
   198    1.753              -2            -805          0.0000;
   199    1.762              -2            -805          0.0000;
   200    1.771              -2            -805          0.0000;
   201    1.780              -3            -805          0.0000;
   202    1.789              -3            -805          0.0000;
   203    1.797              -3            -805          0.0000;
   204    1.806              -3            -805          0.0000;
   205    1.815              -3            -805          0.0000;
   206    1.824              -3            -805          0.0000;
   207    1.833              -3            -805          0.0000;
   208    1.842              -3            -805          0.0000;
   209    1.851              -3            -805          0.0000;
   210    1.859              -3            -805          0.0000;
   211    1.868              -3            -805          0.0000;
   212    1.877              -3            -805          0.0000;
   213    1.886              -3            -805          0.0000;
   214    1.895              -3            -805          0.0000;
   215    1.904              -3            -805          0.0000;
   216    1.913              -3            -805          0.0000;
   217    1.921              -3            -805          0.0000;
   218    1.930              -3            -805          0.0000;
   219    1.939              -3            -805          0.0000;
   220    1.948              -3            -805          0.0000;
   221    1.957              -3            -805          0.0000;
   222    1.966              -3            -805          0.0000;
   223    1.974              -1            -805          0.0000;
   224    1.983              -1            -805          0.0000;
   225    1.992              -1            -805          0.0000;
   226    2.001              -1            -805          0.0000;
   227    2.010              -1            -805          0.0000;
   228    2.019              -1            -805          0.0000;
   229    2.028              -1            -805          0.0000;
   230    2.036              -1            -805          0.0000;
   231    2.045              -1            -805          0.0000;
   232    2.054              -1            -805          0.0000;
   233    2.063              -1            -805          0.0000;
   234    2.072              -1            -805          0.0000;
   235    2.081              -1            -805          0.0000;
   236    2.090              -1            -805          0.0000;
   237    2.098              -1            -805          0.0000;
   238    2.107              -1            -805          0.0000;
   239    2.116              -1            -805          0.0000;
   240    2.125              -1            -805          0.0000;
   241    2.134              -1            -805          0.0000;
   242    2.143              -1            -805          0.0000;
   243    2.152              -1            -805          0.0000;
   244    2.160              -1            -805          0.0000;
   245    2.169              -1            -805          0.0000;
   246    2.178              -1            -805          0.0000;
   247    2.187              -1            -805          0.0000;
   248    2.196              -1            -805          0.0000;
   249    2.205              -1            -805          0.0000;
   250    2.214              -1            -805          0.0000;
   251    2.222              -1            -805          0.0000;
   252    2.231              -1            -805          0.0000;
   253    2.240              -1            -805          0.0000;
   254    2.249              -1            -805          0.0000;
   255    2.258              -1            -805          0.0000;
   256    2.267              -1            -805          0.0000;
   257    2.276              -1            -805          0.0000;
   258    2.284              -1            -805          0.0000;
   259    2.293              -1            -805          0.0000;
   260    2.302              -1            -805          0.0000;
   261    2.311              -1            -805          0.0000;
   262    2.320              -1            -805          0.0000;
   263    2.329              -1            -805          0.0000;
   264    2.338              -1            -805          0.0000;
   265    2.346              -1            -805          0.0000;
   266    2.355              -1            -805          0.0000;
   267    2.364              -1            -805          0.0000;
   268    2.373              -1            -805          0.0000;
   269    2.382              -1            -805          0.0000;
   270    2.391              -2            -805          0.0000;
   271    2.399              -2            -805          0.0000;
   272    2.408              -2            -805          0.0000;
   273    2.417              -2            -805          0.0000;
   274    2.426              -2            -805          0.0000;
   275    2.435              -2            -805          0.0000;
   276    2.444              -2            -805          0.0000;
   277    2.453              -2            -805          0.0000;
   278    2.461              -2            -805          0.0000;
   279    2.470              -2            -805          0.0000;
   280    2.479              -2            -805          0.0000;
   281    2.488              -2            -805          0.0000;
   282    2.497              -2            -805          0.0000;
   283    2.506              -2            -805          0.0000;
   284    2.515              -2            -805          0.0000;
   285    2.523              -2            -805          0.0000;
   286    2.532              -2            -805          0.0000;
   287    2.541              -2            -805          0.0000;
   288    2.550              -2            -805          0.0000;
   289    2.559              -2            -805          0.0000;
   290    2.568              -2            -805          0.0000;
   291    2.577              -3            -805          0.0000;
   292    2.585              -3            -805          0.0000;
   293    2.594              -4            -805          0.0000;
   294    2.603              -5            -805          0.0000;
   295    2.612              -5            -805          0.0000;
   296    2.621              -5            -805          0.0000;
