 Sample   Time     Encoder 1 Pos   Encoder 2 Pos   Control Effort
   291    2.577              -5            -804          0.0000;
   292    2.585              -5            -804          0.0000;
   293    2.594              -5            -804          0.0000;
   294    2.603              -5            -804          0.0000;
   295    2.612              -5            -804          0.0000;
   296    2.621              -5            -804          0.0000;
   297    2.630              -5            -804          0.0000;
   298    2.639              -5            -804          0.0000;
   299    2.647              -5            -804          0.0000;
   300    2.656              -5            -804          0.0000;
   301    2.665              -5            -804          0.0000;
   302    2.674              -5            -804          0.0000;
   303    2.683              -5            -804          0.0000;
   304    2.692              -5            -804          0.0000;
   305    2.701              -5            -804          0.0000;
   306    2.709              -5            -804          0.0000;
   307    2.718              -5            -804          0.0000;
   308    2.727              -5            -804          0.0000;
   309    2.736              -5            -804          0.0000;
   310    2.745              -5            -804          0.0000;
   311    2.754              -5            -804          0.0000;
   312    2.763              -5            -804          0.0000;
   313    2.771              -5            -804          0.0000;
   314    2.780              -5            -804          0.0000;
   315    2.789              -5            -804          0.0000;
   316    2.798              -5            -804          0.0000;
   317    2.807              -5            -804          0.0000;
   318    2.816              -5            -804          0.0000;
   319    2.824              -5            -804          0.0000;
   320    2.833              -5            -804          0.0000;
   321    2.842              -5            -804          0.0000;
   322    2.851              -5            -804          0.0000;
   323    2.860              -5            -804          0.0000;
   324    2.869              -5            -804          0.0000;
   325    2.878              -5            -804          0.0000;
   326    2.886              -5            -804          0.0000;
   327    2.895              -5            -804          0.0000;
   328    2.904              -5            -804          0.0000;
   329    2.913              -5            -804          0.0000;
   330    2.922              -5            -804          0.0000;
   331    2.931              -5            -804          0.0000;
   332    2.940              -5            -804          0.0000;
   333    2.948              -5            -804          0.0000;
   334    2.957              -5            -804          0.0000;
   335    2.966              -5            -804          0.0000;
   336    2.975              -5            -804          0.0000;
   337    2.984              -6            -804          0.0000;
   338    2.993              -6            -804          0.0000;
   339    3.002              -7            -804          0.0000;
   340    3.010              -7            -804          0.0000;
   341    3.019              -8            -804          0.0000;
   342    3.028              -8            -804          0.0000;
   343    3.037              -8            -804          0.0000;
   344    3.046              -8            -804          0.0000;
   345    3.055              -8            -804          0.0000;
   346    3.064              -8            -804          0.0000;
   347    3.072              -8            -804          0.0000;
   348    3.081              -8            -804          0.0000;
   349    3.090              -8            -804          0.0000;
   350    3.099              -8            -804          0.0000;
   351    3.108              -8            -804          0.0000;
   352    3.117              -8            -804          0.0000;
   353    3.126              -9            -804          0.0000;
   354    3.134              -9            -804          0.0000;
   355    3.143             -10            -804          0.0000;
   356    3.152             -10            -804          0.0000;
   357    3.161             -10            -804          0.0000;
   358    3.170             -10            -804          0.0000;
   359    3.179             -10            -804          0.0000;
   360    3.188             -10            -804          0.0000;
   361    3.196              -8            -804          0.0000;
   362    3.205              -8            -804          0.0000;
   363    3.214              -8            -804          0.0000;
   364    3.223              -8            -804          0.0000;
   365    3.232              -8            -804          0.0000;
   366    3.241              -8            -804          0.0000;
   367    3.249              -8            -804          0.0000;
   368    3.258              -8            -804          0.0000;
   369    3.267              -8            -804          0.0000;
   370    3.276              -8            -804          0.0000;
   371    3.285              -8            -804          0.0000;
   372    3.294              -8            -804          0.0000;
   373    3.303              -8            -804          0.0000;
   374    3.311              -8            -804          0.0000;
   375    3.320              -8            -804          0.0000;
   376    3.329              -8            -804          0.0000;
   377    3.338              -8            -804          0.0000;
   378    3.347              -8            -804          0.0000;
   379    3.356              -8            -804          0.0000;
   380    3.365              -8            -804          0.0000;
   381    3.373              -8            -804          0.0000;
   382    3.382              -7            -804          0.0000;
   383    3.391              -7            -804          0.0000;
   384    3.400              -7            -804          0.0000;
   385    3.409              -7            -804          0.0000;
   386    3.418              -7            -804          0.0000;
   387    3.427              -7            -804          0.0000;
   388    3.435              -7            -804          0.0000;
   389    3.444              -7            -804          0.0000;
   390    3.453              -7            -804          0.0000;
   391    3.462              -8            -804          0.0000;
   392    3.471              -8            -804          0.0000;
   393    3.480              -8            -804          0.0000;
   394    3.489              -8            -804          0.0000;
   395    3.497              -8            -804          0.0000;
   396    3.506              -8            -804          0.0000;
   397    3.515              -9            -804          0.0000;
   398    3.524              -9            -804          0.0000;
   399    3.533             -10            -804          0.0000;
   400    3.542             -10            -804          0.0000;
   401    3.551             -11            -804          0.0000;
   402    3.559             -11            -804          0.0000;
   403    3.568             -12            -804          0.0000;
   404    3.577             -12            -804          0.0000;
   405    3.586             -12            -804          0.0000;
   406    3.595             -12            -804          0.0000;
   407    3.604             -10            -804          0.0000;
   408    3.613             -10            -804          0.0000;
   409    3.621             -10            -804          0.0000;
   410    3.630             -10            -804          0.0000;
   411    3.639             -10            -804          0.0000;
   412    3.648             -10            -804          0.0000;
   413    3.657             -10            -804          0.0000;
   414    3.666             -10            -804          0.0000;
   415    3.674             -10            -804          0.0000;
   416    3.683             -10            -804          0.0000;
   417    3.692             -10            -804          0.0000;
   418    3.701             -10            -804          0.0000;
   419    3.710             -10            -804          0.0000;
   420    3.719             -10            -804          0.0000;
   421    3.728             -10            -804          0.0000;
   422    3.736             -10            -804          0.0000;
   423    3.745             -10            -804          0.0000;
   424    3.754             -10            -804          0.0000;
   425    3.763             -10            -804          0.0000;
   426    3.772             -10            -804          0.0000;
   427    3.781             -10            -804          0.0000;
   428    3.790             -10            -804          0.0000;
   429    3.798             -10            -804          0.0000;
   430    3.807             -10            -804          0.0000;
   431    3.816             -10            -804          0.0000;
   432    3.825             -10            -804          0.0000;
   433    3.834             -10            -804          0.0000;
   434    3.843             -10            -804          0.0000;
   435    3.852             -10            -804          0.0000;
   436    3.860             -10            -804          0.0000;
   437    3.869             -10            -804          0.0000;
   438    3.878             -10            -804          0.0000;
   439    3.887             -10            -804          0.0000;
   440    3.896             -10            -804          0.0000;
   441    3.905             -10            -804          0.0000;
   442    3.914             -10            -804          0.0000;
   443    3.922             -10            -804          0.0000;
   444    3.931             -10            -804          0.0000;
   445    3.940             -10            -804          0.0000;
   446    3.949              -9            -804          0.0000;
   447    3.958              -9            -804          0.0000;
   448    3.967              -9            -804          0.0000;
   449    3.976              -9            -804          0.0000;
   450    3.984              -9            -804          0.0000;
   451    3.993              -9            -804          0.0000;
   452    4.002              -9            -804          0.0000;
   453    4.011              -9            -804          0.0000;
   454    4.020              -9            -804          0.0000;
   455    4.029              -9            -804          0.0000;
   456    4.038              -9            -804          0.0000;
   457    4.046              -9            -804          0.0000;
   458    4.055              -9            -804          0.0000;
   459    4.064              -9            -804          0.0000;
   460    4.073              -9            -804          0.0000;
   461    4.082              -9            -804          0.0000;
   462    4.091              -8            -804          0.0000;
   463    4.099              -8            -804          0.0000;
   464    4.108              -8            -804          0.0000;
   465    4.117              -8            -804          0.0000;
   466    4.126              -8            -804          0.0000;
   467    4.135              -8            -804          0.0000;
   468    4.144              -8            -804          0.0000;
   469    4.153              -8            -804          0.0000;
   470    4.161              -8            -804          0.0000;
   471    4.170              -8            -804          0.0000;
   472    4.179              -8            -804          0.0000;
   473    4.188              -8            -804          0.0000;
   474    4.197              -8            -804          0.0000;
   475    4.206              -8            -804          0.0000;
   476    4.215              -8            -804          0.0000;
   477    4.223              -8            -804          0.0000;
   478    4.232              -8            -804          0.0000;
   479    4.241              -8            -804          0.0000;
   480    4.250              -8            -804          0.0000;
   481    4.259              -8            -804          0.0000;
   482    4.268              -8            -804          0.0000;
   483    4.277              -8            -804          0.0000;
   484    4.285              -8            -804          0.0000;
   485    4.294              -8            -804          0.0000;
   486    4.303              -8            -804          0.0000;
   487    4.312              -8            -804          0.0000;
   488    4.321              -8            -806          0.0000;
   489    4.330              -8            -806          0.0000;
   490    4.339              -8            -806          0.0000;
   491    4.347              -8            -806          0.0000;
   492    4.356              -8            -806          0.0000;
   493    4.365              -8            -806          0.0000;
   494    4.374              -9            -806          0.0000;
   495    4.383              -9            -806          0.0000;
   496    4.392              -9            -806          0.0000;
   497    4.401              -9            -806          0.0000;
   498    4.409              -9            -806          0.0000;
   499    4.418             -10            -806          0.0000;
   500    4.427             -11            -806          0.0000;
   501    4.436             -12            -806          0.0000;
   502    4.445             -12            -806          0.0000;
   503    4.454             -12            -806          0.0000;
   504    4.463             -13            -806          0.0000;
   505    4.471             -13            -806          0.0000;
   506    4.480             -13            -806          0.0000;
   507    4.489             -13            -806          0.0000;
   508    4.498             -13            -806          0.0000;
   509    4.507             -13            -806          0.0000;
   510    4.516             -13            -806          0.0000;
   511    4.524             -13            -806          0.0000;
   512    4.533             -13            -806          0.0000;
   513    4.542             -13            -806          0.0000;
   514    4.551             -13            -806          0.0000;
   515    4.560             -13            -806          0.0000;
   516    4.569             -13            -806          0.0000;
   517    4.578             -13            -806          0.0000;
   518    4.586             -13            -806          0.0000;
   519    4.595             -13            -806          0.0000;
   520    4.604             -13            -806          0.0000;
   521    4.613             -13            -806          0.0000;
   522    4.622             -13            -806          0.0000;
   523    4.631             -13            -806          0.0000;
   524    4.640             -13            -806          0.0000;
   525    4.648             -13            -806          0.0000;
   526    4.657             -11            -806          0.0000;
   527    4.666             -11            -806          0.0000;
   528    4.675             -10            -806          0.0000;
   529    4.684             -10            -806          0.0000;
   530    4.693             -10            -806          0.0000;
   531    4.702             -10            -806          0.0000;
   532    4.710             -10            -806          0.0000;
   533    4.719             -10            -806          0.0000;
   534    4.728             -10            -806          0.0000;
   535    4.737             -10            -806          0.0000;
   536    4.746             -10            -806          0.0000;
   537    4.755             -10            -806          0.0000;
   538    4.764             -10            -806          0.0000;
   539    4.772             -10            -806          0.0000;
   540    4.781             -10            -806          0.0000;
   541    4.790             -10            -806          0.0000;
   542    4.799             -10            -806          0.0000;
   543    4.808             -10            -806          0.0000;
   544    4.817             -10            -806          0.0000;
   545    4.826             -10            -806          0.0000;
   546    4.834             -10            -806          0.0000;
   547    4.843             -10            -806          0.0000;
   548    4.852             -10            -806          0.0000;
   549    4.861             -10            -806          0.0000;
   550    4.870             -10            -806          0.0000;
   551    4.879             -10            -806          0.0000;
   552    4.888             -10            -806          0.0000;
   553    4.896             -10            -806          0.0000;
   554    4.905             -10            -806          0.0000;
   555    4.914             -10            -806          0.0000;
   556    4.923             -10            -806          0.0000;
   557    4.932             -10            -806          0.0000;
   558    4.941             -10            -806          0.0000;
   559    4.949             -10            -806          0.0000;
   560    4.958             -10            -806          0.0000;
   561    4.967             -10            -806          0.0000;
   562    4.976             -10            -806          0.0000;
   563    4.985             -10            -806          0.0000;
   564    4.994             -10            -806          0.0000;
   565    5.003             -11            -806          0.0000;
   566    5.011             -11            -806          0.0000;
   567    5.020             -12            -806          0.0000;
   568    5.029             -13            -806          0.0000;
   569    5.038             -13            -806          0.0000;
   570    5.047             -13            -806          0.0000;
   571    5.056             -13            -806          0.0000;
   572    5.065             -13            -806          0.0000;
   573    5.073             -13            -806          0.0000;
   574    5.082             -11            -806          0.0000;
   575    5.091             -11            -806          0.0000;
   576    5.100             -10            -806          0.0000;
   577    5.109             -10            -806          0.0000;
   578    5.118              -9            -806          0.0000;
   579    5.127              -9            -806          0.0000;
   580    5.135              -9            -806          0.0000;
   581    5.144              -9            -806          0.0000;
   582    5.153              -9            -806          0.0000;
   583    5.162              -9            -806          0.0000;
   584    5.171              -9            -806          0.0000;
   585    5.180              -9            -806          0.0000;
   586    5.189              -9            -806          0.0000;
   587    5.197              -9            -806          0.0000;
   588    5.206              -9            -806          0.0000;
   589    5.215              -9            -806          0.0000;
   590    5.224              -9            -806          0.0000;
   591    5.233              -9            -806          0.0000;
   592    5.242              -9            -806          0.0000;
   593    5.251              -9            -806          0.0000;
   594    5.259              -9            -806          0.0000;
   595    5.268              -9            -806          0.0000;
   596    5.277              -9            -806          0.0000;
   597    5.286              -9            -806          0.0000;
   598    5.295              -9            -806          0.0000;
   599    5.304              -9            -806          0.0000;
   600    5.313              -9            -806          0.0000;
   601    5.321              -9            -806          0.0000;
   602    5.330              -9            -806          0.0000;
   603    5.339              -9            -806          0.0000;
   604    5.348              -9            -806          0.0000;
   605    5.357              -7            -806          0.0000;
   606    5.366              -6            -806          0.0000;
   607    5.374              -5            -806          0.0000;
   608    5.383              -3            -806          0.0000;
   609    5.392              -1            -806          0.0000;
   610    5.401               2            -806          0.0000;
   611    5.410               4            -806          0.0000;
   612    5.419               6            -806          0.0000;
   613    5.428               7            -806          0.0000;
   614    5.436               7            -806          0.0000;
   615    5.445               7            -806          0.0000;
   616    5.454               7            -806          0.0000;
   617    5.463               7            -806          0.0000;
   618    5.472               7            -806          0.0000;
   619    5.481               7            -806          0.0000;
   620    5.490               6            -806          0.0000;
   621    5.498               5            -806          0.0000;
   622    5.507               5            -806          0.0000;
   623    5.516               5            -806          0.0000;
   624    5.525               5            -806          0.0000;
   625    5.534               4            -806          0.0000;
   626    5.543               4            -806          0.0000;
   627    5.552               3            -806          0.0000;
   628    5.560               3            -806          0.0000;
   629    5.569               3            -806          0.0000;
   630    5.578               2            -806          0.0000;
   631    5.587               1            -806          0.0000;
   632    5.596               1            -806          0.0000;
   633    5.605               1            -806          0.0000;
   634    5.614               1            -806          0.0000;
   635    5.622               1            -806          0.0000;
   636    5.631               1            -806          0.0000;
   637    5.640               1            -806          0.0000;
   638    5.649               1            -806          0.0000;
   639    5.658               1            -806          0.0000;
   640    5.667               1            -806          0.0000;
   641    5.676               1            -806          0.0000;
   642    5.684               1            -806          0.0000;
   643    5.693               1            -806          0.0000;
   644    5.702               1            -806          0.0000;
   645    5.711               1            -806          0.0000;
   646    5.720               0            -806          0.0000;
   647    5.729               0            -806          0.0000;
   648    5.738               0            -806          0.0000;
   649    5.746               0            -806          0.0000;
   650    5.755               0            -806          0.0000;
   651    5.764               0            -806          0.0000;
   652    5.773               0            -806          0.0000;
   653    5.782              -0            -806          0.0000;
   654    5.791              -1            -806          0.0000;
   655    5.799              -1            -806          0.0000;
   656    5.808              -1            -806          0.0000;
   657    5.817              -1            -806          0.0000;
   658    5.826              -1            -806          0.0000;
   659    5.835              -1            -806          0.0000;
   660    5.844              -1            -806          0.0000;
   661    5.853              -2            -806          0.0000;
   662    5.861              -3            -806          0.0000;
   663    5.870              -3            -806          0.0000;
   664    5.879              -4            -806          0.0000;
   665    5.888              -5            -806          0.0000;
   666    5.897              -5            -806          0.0000;
   667    5.906              -5            -806          0.0000;
   668    5.915              -5            -806          0.0000;
   669    5.923              -5            -806          0.0000;
   670    5.932              -5            -806          0.0000;
   671    5.941              -5            -806          0.0000;
   672    5.950              -5            -806          0.0000;
   673    5.959              -5            -806          0.0000;
   674    5.968              -6            -806          0.0000;
   675    5.977              -6            -806          0.0000;
   676    5.985              -6            -806          0.0000]
