 Sample   Time     Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               0             -28          0.5000;
     1    0.009              10             -27          0.5000;
     2    0.018              42             -27          0.5000;
     3    0.027              94             -27          0.5000;
     4    0.035             164             -27          0.5000;
     5    0.044             249             -26          0.5000;
     6    0.053             345             -24          0.5000;
     7    0.062             448             -21          0.5000;
     8    0.071             555             -18          0.5000;
     9    0.080             660             -15          0.5000;
    10    0.089             761             -11          0.5000;
    11    0.097             854              -8          0.5000;
    12    0.106             938              -5          0.5000;
    13    0.115            1006              -3          0.5000;
    14    0.124            1058              -1          0.5000;
    15    0.133            1092               1          0.5000;
    16    0.142            1108               4          0.5000;
    17    0.151            1107               6          0.5000;
    18    0.159            1088               7          0.5000;
    19    0.168            1054               7          0.5000;
    20    0.177            1008               7          0.5000;
    21    0.186             950               7          0.5000;
    22    0.195             884               6          0.5000;
    23    0.204             812               3          0.5000;
    24    0.213             737               2          0.5000;
    25    0.221             664               0          0.5000;
    26    0.230             593              -2          0.5000;
    27    0.239             527              -3          0.5000;
    28    0.248             469              -4          0.5000;
    29    0.257             422              -6          0.5000;
    30    0.266             388              -8          0.5000;
    31    0.274             366              -9          0.5000;
    32    0.283             359             -10          0.5000;
    33    0.292             363             -10          0.5000;
    34    0.301             381             -10          0.5000;
    35    0.310             410             -10          0.5000;
    36    0.319             447             -10          0.5000;
    37    0.328             491             -11          0.5000;
    38    0.336             540             -11          0.5000;
    39    0.345             591              -9          0.5000;
    40    0.354             641              -7          0.5000;
    41    0.363             691              -5          0.5000;
    42    0.372             736              -3          0.5000;
    43    0.381             777              -1          0.5000;
    44    0.390             811               0          0.5000;
    45    0.398             836               1          0.5000;
    46    0.407             851               1          0.5000;
    47    0.416             856               2          0.5000;
    48    0.425             853               2          0.5000;
    49    0.434             840               3          0.5000;
    50    0.443             821               3          0.5000;
    51    0.452             797               3          0.5000;
    52    0.460             769               3          0.5000;
    53    0.469             740               3          0.5000;
    54    0.478             709               3          0.5000;
    55    0.487             681               3          0.5000;
    56    0.496             655               3          0.5000;
    57    0.505             632               3          0.5000;
    58    0.514             613               2          0.5000;
    59    0.522             600               1          0.5000;
    60    0.531             591               0          0.5000;
    61    0.540             587              -0          0.5000;
    62    0.549             586              -1          0.5000;
    63    0.558             591              -2          0.5000;
    64    0.567             599              -3          0.5000;
    65    0.576             609              -3          0.5000;
    66    0.584             620              -3          0.5000;
    67    0.593             633              -4          0.5000;
    68    0.602             646              -5          0.5000;
    69    0.611             659              -5          0.5000;
    70    0.620             671              -5          0.5000;
    71    0.629             681              -5          0.5000;
    72    0.638             690              -5          0.5000;
    73    0.646             696              -5          0.5000;
    74    0.655             699              -5          0.5000;
    75    0.664             700              -5          0.5000;
    76    0.673             700              -5          0.5000;
    77    0.682             698              -5          0.5000;
    78    0.691             695              -5          0.5000;
    79    0.699             691              -5          0.5000;
    80    0.708             688              -5          0.5000;
    81    0.717             685              -5          0.5000;
    82    0.726             684              -5          0.5000;
    83    0.735             683              -5          0.5000;
    84    0.744             682              -5          0.5000;
    85    0.753             682              -5          0.5000;
    86    0.761             682              -6          0.5000;
    87    0.770             682              -6          0.5000;
    88    0.779             682              -6          0.5000;
    89    0.788             682              -6          0.5000;
    90    0.797             682              -6          0.5000;
    91    0.806             682              -6          0.5000;
    92    0.815             682              -6          0.5000;
    93    0.823             682              -6          0.5000;
    94    0.832             682              -6          0.5000;
    95    0.841             682              -6          0.5000;
    96    0.850             682              -6          0.5000;
    97    0.859             682              -6          0.5000;
    98    0.868             682              -6          0.5000;
    99    0.877             682              -6          0.5000;
   100    0.885             682              -6          0.5000;
   101    0.894             682              -6          0.5000;
   102    0.903             682              -6          0.5000;
   103    0.912             682              -6          0.5000;
   104    0.921             682              -6          0.5000;
   105    0.930             682              -6          0.5000;
   106    0.939             682              -6          0.5000;
   107    0.947             682              -6          0.5000;
   108    0.956             682              -6          0.5000;
   109    0.965             682              -6          0.5000;
   110    0.974             682              -6          0.5000;
   111    0.983             682              -6          0.5000;
   112    0.992             682              -6          0.5000;
   113    1.001             682              -6          0.5000;
   114    1.009             682              -6          0.5000;
   115    1.018             682              -6          0.5000;
   116    1.027             682              -6          0.5000;
   117    1.036             682              -6          0.5000;
   118    1.045             682              -7          0.5000;
   119    1.054             682              -7          0.5000;
   120    1.063             682              -8          0.5000;
   121    1.071             682              -8          0.5000;
   122    1.080             682              -6          0.5000;
   123    1.089             682              -5          0.5000;
   124    1.098             682              -5          0.5000;
   125    1.107             682              -5          0.5000;
   126    1.116             682              -5          0.5000;
   127    1.124             682              -5          0.5000;
   128    1.133             682              -5          0.5000;
   129    1.142             682              -5          0.5000;
   130    1.151             682              -5          0.5000;
   131    1.160             682              -5          0.5000;
   132    1.169             682              -5          0.5000;
   133    1.178             682              -5          0.5000;
   134    1.186             682              -5          0.5000;
   135    1.195             682              -5          0.5000;
   136    1.204             682              -5          0.5000;
   137    1.213             682              -5          0.5000;
   138    1.222             682              -5          0.5000;
   139    1.231             682              -5          0.5000;
   140    1.240             682              -5          0.5000;
   141    1.248             682              -5          0.5000;
   142    1.257             682              -6          0.5000;
   143    1.266             682              -7          0.5000;
   144    1.275             682              -8          0.5000;
   145    1.284             682              -8          0.5000;
   146    1.293             682              -8          0.5000;
   147    1.302             682              -8          0.5000;
   148    1.310             682              -8          0.5000;
   149    1.319             682              -8          0.5000;
   150    1.328             682              -8          0.5000;
   151    1.337             682              -8          0.5000;
   152    1.346             682              -8          0.5000;
   153    1.355             682              -8          0.5000;
   154    1.364             682              -8          0.5000;
   155    1.372             682              -8          0.5000;
   156    1.381             682              -8          0.5000;
   157    1.390             682              -8          0.5000;
   158    1.399             682              -8          0.5000;
   159    1.408             682              -8          0.5000;
   160    1.417             682              -8          0.5000;
   161    1.426             682              -8          0.5000;
   162    1.434             682              -8          0.5000;
   163    1.443             682              -8          0.5000;
   164    1.452             682              -8          0.5000;
   165    1.461             682              -8          0.5000;
   166    1.470             682              -8          0.5000;
   167    1.479             682              -8          0.5000;
   168    1.488             682              -8          0.5000;
   169    1.496             682              -8          0.5000;
   170    1.505             682              -8          0.5000;
   171    1.514             682              -8          0.5000;
   172    1.523             682              -8          0.5000;
   173    1.532             682              -8          0.5000;
   174    1.541             682              -8          0.5000;
   175    1.549             682              -8          0.5000;
   176    1.558             682              -8          0.5000;
   177    1.567             682              -8          0.5000;
   178    1.576             682              -8          0.5000;
   179    1.585             682              -8          0.5000;
   180    1.594             682              -8          0.5000;
   181    1.603             682              -8          0.5000;
